# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/DV3.gff" "-t" "CDS" "-g" "ID" "-o" "DV3/featureCount_DV3.txt" "DV3/DV3_rep1_rna_map.sorted.bam" "DV3/DV3_rep2_rna_map.sorted.bam" "DV3/DV3_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	DV3/DV3_rep1_rna_map.sorted.bam	DV3/DV3_rep2_rna_map.sorted.bam	DV3/DV3_rep3_rna_map.sorted.bam
LGFCPJMF_06054	contig_1_pilon	6737685	6738350	+	666	39	48	28
LGFCPJMF_06055	contig_1_pilon	6738484	6738693	-	210	19	17	43
LGFCPJMF_06056	contig_1_pilon	6738930	6739685	-	756	154	94	150
LGFCPJMF_06057	contig_1_pilon	6739672	6740055	-	384	117	133	88
LGFCPJMF_06058	contig_1_pilon	6740404	6741648	+	1245	8	4	38
LGFCPJMF_06059	contig_1_pilon	6741661	6742389	-	729	18	26	46
LGFCPJMF_06060	contig_1_pilon	6742470	6743498	-	1029	12	10	33
LGFCPJMF_06061	contig_1_pilon	6743492	6744076	-	585	30	7	30
LGFCPJMF_06062	contig_1_pilon	6744112	6744504	-	393	7	5	46
LGFCPJMF_06063	contig_1_pilon	6744559	6745155	-	597	24	13	8
LGFCPJMF_06064	contig_1_pilon	6745361	6745675	+	315	8	4	0
LGFCPJMF_06065	contig_1_pilon	6745746	6746294	-	549	802	951	935
LGFCPJMF_06066	contig_1_pilon	6746466	6746756	-	291	45	90	62
LGFCPJMF_06067	contig_1_pilon	6747060	6748157	+	1098	218	223	253
LGFCPJMF_06068	contig_1_pilon	6748195	6749037	-	843	88	110	99
LGFCPJMF_06069	contig_1_pilon	6749278	6751659	+	2382	95	85	181
LGFCPJMF_06070	contig_1_pilon	6751667	6754114	-	2448	43	20	33
LGFCPJMF_06071	contig_1_pilon	6754327	6754932	-	606	7	15	14
LGFCPJMF_06072	contig_1_pilon	6755175	6755900	+	726	0	0	0
LGFCPJMF_06073	contig_1_pilon	6755951	6756409	-	459	16	27	79
LGFCPJMF_06074	contig_1_pilon	6756403	6757293	-	891	262	213	190
LGFCPJMF_06075	contig_1_pilon	6757451	6758290	-	840	1319	1286	1461
LGFCPJMF_06076	contig_1_pilon	6758384	6758839	-	456	3003	2064	6307
LGFCPJMF_06077	contig_1_pilon	6759100	6760491	+	1392	271	228	598
LGFCPJMF_06078	contig_1_pilon	6760499	6761653	-	1155	33	14	76
LGFCPJMF_06079	contig_1_pilon	6761798	6762583	+	786	33	4	46
LGFCPJMF_06080	contig_1_pilon	6762644	6763258	+	615	180	100	190
LGFCPJMF_06081	contig_1_pilon	6763345	6763824	+	480	69	57	44
LGFCPJMF_06082	contig_1_pilon	6763840	6764427	-	588	84	50	42
LGFCPJMF_06083	contig_1_pilon	6764581	6765669	-	1089	6	6	0
LGFCPJMF_06084	contig_1_pilon	6765883	6766083	+	201	1204	531	1104
LGFCPJMF_06085	contig_1_pilon	6766173	6766373	+	201	64	93	165
LGFCPJMF_06086	contig_1_pilon	6766386	6767210	-	825	60	54	121
LGFCPJMF_06087	contig_1_pilon	6767569	6768150	+	582	39	38	6
LGFCPJMF_06088	contig_1_pilon	6768154	6768870	+	717	25	20	75
LGFCPJMF_06089	contig_1_pilon	6768994	6770211	+	1218	81	36	95
LGFCPJMF_06090	contig_1_pilon	6770236	6771645	+	1410	91	96	261
LGFCPJMF_06091	contig_1_pilon	6771698	6773248	+	1551	93	61	218
LGFCPJMF_06092	contig_1_pilon	6773260	6773613	-	354	292	375	315
LGFCPJMF_06093	contig_1_pilon	6773850	6774038	-	189	2015	1756	987
LGFCPJMF_06094	contig_1_pilon	6774151	6774666	-	516	4	12	16
LGFCPJMF_06095	contig_1_pilon	6774916	6775356	+	441	230	203	338
LGFCPJMF_06096	contig_1_pilon	6775372	6775959	-	588	130	77	194
LGFCPJMF_06097	contig_1_pilon	6776114	6776839	-	726	10	14	95
LGFCPJMF_06098	contig_1_pilon	6776983	6778653	+	1671	6	0	0
LGFCPJMF_06099	contig_1_pilon	6778679	6779065	-	387	33	36	89
LGFCPJMF_06100	contig_1_pilon	6779223	6779579	+	357	64	119	20
LGFCPJMF_06101	contig_1_pilon	6779705	6779920	+	216	47	35	20
LGFCPJMF_06102	contig_1_pilon	6779917	6780405	+	489	32	13	48
LGFCPJMF_06103	contig_1_pilon	6780389	6780703	+	315	23	9	33
LGFCPJMF_06104	contig_1_pilon	6780700	6781485	+	786	46	29	295
LGFCPJMF_06105	contig_1_pilon	6781482	6781829	+	348	12	21	37
LGFCPJMF_06106	contig_1_pilon	6781826	6783760	+	1935	60	53	102
LGFCPJMF_06107	contig_1_pilon	6783801	6784235	-	435	244	56	268
LGFCPJMF_06108	contig_1_pilon	6784232	6784855	-	624	312	159	447
LGFCPJMF_06109	contig_1_pilon	6784947	6785939	-	993	461	301	476
LGFCPJMF_06110	contig_1_pilon	6786187	6787185	-	999	6	10	0
LGFCPJMF_06111	contig_1_pilon	6787299	6787694	+	396	37	60	104
LGFCPJMF_06112	contig_1_pilon	6787786	6789435	-	1650	31	35	225
LGFCPJMF_06113	contig_1_pilon	6789375	6790091	-	717	8	6	0
LGFCPJMF_06114	contig_1_pilon	6790109	6792415	-	2307	47	39	52
LGFCPJMF_06115	contig_1_pilon	6792436	6793092	-	657	2	0	0
LGFCPJMF_06116	contig_1_pilon	6793089	6794285	-	1197	0	0	0
LGFCPJMF_06117	contig_1_pilon	6794796	6795107	+	312	1	1	0
LGFCPJMF_06118	contig_1_pilon	6795079	6796470	+	1392	0	2	8
LGFCPJMF_06119	contig_1_pilon	6796555	6798588	-	2034	15	4	19
LGFCPJMF_06120	contig_1_pilon	6798744	6799625	+	882	4	10	20
LGFCPJMF_06121	contig_1_pilon	6799564	6805476	-	5913	2	0	0
LGFCPJMF_06122	contig_1_pilon	6805546	6807156	-	1611	2	0	0
LGFCPJMF_06123	contig_1_pilon	6807790	6808212	+	423	3	16	35
LGFCPJMF_06124	contig_1_pilon	6808267	6809016	+	750	6	11	23
LGFCPJMF_06125	contig_1_pilon	6809060	6809743	-	684	26	20	42
LGFCPJMF_06126	contig_1_pilon	6809856	6810785	+	930	10	0	22
LGFCPJMF_06127	contig_1_pilon	6810944	6811717	+	774	13	13	14
LGFCPJMF_06128	contig_1_pilon	6811714	6812571	+	858	10	14	40
LGFCPJMF_06129	contig_1_pilon	6812673	6813026	+	354	593	481	523
LGFCPJMF_06130	contig_1_pilon	6813216	6813860	+	645	192	171	387
LGFCPJMF_06131	contig_1_pilon	6813900	6815141	-	1242	0	2	0
LGFCPJMF_06132	contig_1_pilon	6815149	6816759	-	1611	6	0	0
LGFCPJMF_06133	contig_1_pilon	6816756	6817871	-	1116	2	0	0
LGFCPJMF_06134	contig_1_pilon	6817868	6818833	-	966	1	0	0
LGFCPJMF_06135	contig_1_pilon	6818919	6819881	-	963	0	0	0
LGFCPJMF_06136	contig_1_pilon	6819938	6821098	-	1161	0	8	0
LGFCPJMF_06137	contig_1_pilon	6821349	6823955	+	2607	2	12	0
LGFCPJMF_06138	contig_1_pilon	6824014	6824841	-	828	30	20	24
LGFCPJMF_06139	contig_1_pilon	6825343	6827790	+	2448	379	338	982
LGFCPJMF_06140	contig_1_pilon	6827928	6828347	+	420	93	48	59
LGFCPJMF_06141	contig_1_pilon	6828344	6828715	+	372	28	11	22
LGFCPJMF_06142	contig_1_pilon	6828826	6829308	+	483	166	185	348
LGFCPJMF_06143	contig_1_pilon	6829462	6830220	+	759	59	44	45
LGFCPJMF_06144	contig_1_pilon	6830581	6832425	+	1845	52	65	70
LGFCPJMF_06145	contig_1_pilon	6832444	6832884	+	441	13	10	10
LGFCPJMF_06146	contig_1_pilon	6833027	6834091	+	1065	0	0	4
LGFCPJMF_06147	contig_1_pilon	6834113	6834658	-	546	0	0	2
LGFCPJMF_06148	contig_1_pilon	6834789	6835202	+	414	2	2	0
LGFCPJMF_06149	contig_1_pilon	6835410	6836261	+	852	32	39	49
LGFCPJMF_06150	contig_1_pilon	6836482	6837696	+	1215	1	2	14
LGFCPJMF_06151	contig_1_pilon	6837823	6840066	+	2244	2	2	0
LGFCPJMF_06152	contig_1_pilon	6840109	6841422	-	1314	6	7	0
LGFCPJMF_06153	contig_1_pilon	6841577	6843136	+	1560	14	10	0
LGFCPJMF_06154	contig_1_pilon	6843262	6844365	+	1104	0	1	0
LGFCPJMF_06155	contig_1_pilon	6844382	6845947	+	1566	0	8	24
LGFCPJMF_06156	contig_1_pilon	6845955	6848369	-	2415	1	4	8
LGFCPJMF_06157	contig_1_pilon	6848583	6850184	+	1602	12	2	16
LGFCPJMF_06158	contig_1_pilon	6850399	6851193	+	795	185	159	289
LGFCPJMF_06159	contig_1_pilon	6851347	6851901	+	555	281	260	316
LGFCPJMF_06160	contig_1_pilon	6852079	6853362	-	1284	14	8	20
LGFCPJMF_06161	contig_1_pilon	6853617	6854315	+	699	68	58	38
LGFCPJMF_06162	contig_1_pilon	6854491	6854733	+	243	62	80	151
LGFCPJMF_06163	contig_1_pilon	6854876	6855949	+	1074	7	4	0
LGFCPJMF_06164	contig_1_pilon	6856112	6856546	+	435	0	2	0
LGFCPJMF_06165	contig_1_pilon	6856711	6858357	+	1647	27	14	36
LGFCPJMF_06166	contig_1_pilon	6858484	6859101	+	618	0	3	2
LGFCPJMF_06167	contig_1_pilon	6859096	6860355	-	1260	10	4	0
LGFCPJMF_06168	contig_1_pilon	6860534	6860629	+	96	20	7	0
LGFCPJMF_06169	contig_1_pilon	6860702	6862336	-	1635	6	2	0
LGFCPJMF_06170	contig_1_pilon	6862555	6863355	+	801	0	2	0
LGFCPJMF_06171	contig_1_pilon	6863409	6864491	+	1083	0	0	0
LGFCPJMF_06172	contig_1_pilon	6864491	6865591	+	1101	0	0	0
LGFCPJMF_06173	contig_1_pilon	6865588	6866787	+	1200	0	0	0
LGFCPJMF_06174	contig_1_pilon	6867413	6867895	-	483	0	0	0
LGFCPJMF_06175	contig_1_pilon	6868073	6868192	-	120	0	0	0
LGFCPJMF_06176	contig_1_pilon	6868252	6869004	-	753	1	1	0
LGFCPJMF_06177	contig_1_pilon	6869395	6869967	-	573	73	65	199
LGFCPJMF_06178	contig_1_pilon	6870112	6870849	+	738	0	0	0
LGFCPJMF_06179	contig_1_pilon	6870809	6871036	+	228	1	2	0
LGFCPJMF_06180	contig_1_pilon	6871179	6871418	+	240	11	26	0
LGFCPJMF_06181	contig_1_pilon	6871435	6872184	-	750	25	54	168
LGFCPJMF_06182	contig_1_pilon	6872253	6873467	-	1215	77	105	96
LGFCPJMF_06183	contig_1_pilon	6873717	6874400	-	684	4	6	0
LGFCPJMF_06184	contig_1_pilon	6874830	6875621	-	792	63	24	254
LGFCPJMF_06185	contig_1_pilon	6875687	6875938	-	252	147	132	85
LGFCPJMF_06186	contig_1_pilon	6876526	6878043	+	1518	28	25	29
LGFCPJMF_06187	contig_1_pilon	6878060	6879247	+	1188	38	27	12
LGFCPJMF_06188	contig_1_pilon	6879398	6880774	+	1377	13	6	4
LGFCPJMF_06189	contig_1_pilon	6881037	6883967	+	2931	0	0	0
LGFCPJMF_06190	contig_1_pilon	6884010	6884510	+	501	58	109	121
LGFCPJMF_06191	contig_1_pilon	6884609	6886606	-	1998	23	33	52
LGFCPJMF_06192	contig_1_pilon	6886864	6887820	-	957	111	112	443
LGFCPJMF_06193	contig_1_pilon	6888257	6889765	+	1509	228	264	256
LGFCPJMF_06194	contig_1_pilon	6889941	6891401	-	1461	656	586	416
LGFCPJMF_06195	contig_1_pilon	6891725	6893149	+	1425	130	94	214
LGFCPJMF_06196	contig_1_pilon	6893251	6894378	+	1128	44	32	64
LGFCPJMF_06197	contig_1_pilon	6894375	6895673	+	1299	56	54	36
LGFCPJMF_06198	contig_1_pilon	6895570	6896628	-	1059	0	0	56
LGFCPJMF_06199	contig_1_pilon	6896621	6897067	-	447	0	0	0
LGFCPJMF_06200	contig_1_pilon	6897082	6897945	-	864	20	24	34
LGFCPJMF_06201	contig_1_pilon	6898281	6901907	+	3627	144	142	163
LGFCPJMF_06202	contig_1_pilon	6901929	6902810	-	882	0	0	0
LGFCPJMF_06203	contig_1_pilon	6902807	6903478	-	672	0	3	0
LGFCPJMF_06204	contig_1_pilon	6903475	6904251	-	777	0	2	0
LGFCPJMF_06205	contig_1_pilon	6904505	6905230	+	726	12	6	20
LGFCPJMF_06206	contig_1_pilon	6905352	6906062	+	711	0	3	2
LGFCPJMF_06207	contig_1_pilon	6906059	6907027	+	969	8	10	0
LGFCPJMF_06208	contig_1_pilon	6907102	6907755	+	654	0	1	7
LGFCPJMF_06209	contig_1_pilon	6907812	6909353	+	1542	28	23	111
LGFCPJMF_06210	contig_1_pilon	6909427	6910380	+	954	16	2	9
LGFCPJMF_06211	contig_1_pilon	6910462	6915198	+	4737	22	32	30
LGFCPJMF_06212	contig_1_pilon	6915074	6916315	-	1242	10	2	0
LGFCPJMF_06213	contig_1_pilon	6916312	6917520	-	1209	10	4	6
LGFCPJMF_06214	contig_1_pilon	6917563	6920019	-	2457	6	4	21
LGFCPJMF_06215	contig_1_pilon	6920016	6921101	-	1086	1	6	0
LGFCPJMF_06216	contig_1_pilon	6921420	6922226	-	807	11	22	38
LGFCPJMF_06217	contig_1_pilon	6922399	6922743	+	345	4	12	46
LGFCPJMF_06218	contig_1_pilon	6922691	6922972	+	282	8	4	7
LGFCPJMF_06219	contig_1_pilon	6923192	6923629	+	438	0	0	0
LGFCPJMF_06220	contig_1_pilon	6923692	6924444	-	753	14	8	26
LGFCPJMF_06221	contig_1_pilon	6924503	6925363	+	861	2	2	0
LGFCPJMF_06222	contig_1_pilon	6925484	6925681	-	198	0	0	0
LGFCPJMF_06223	contig_1_pilon	6925728	6926876	+	1149	0	2	0
LGFCPJMF_06224	contig_1_pilon	6926719	6927132	-	414	24	51	70
LGFCPJMF_06225	contig_1_pilon	6927531	6930221	+	2691	44	25	14
LGFCPJMF_06226	contig_1_pilon	6930218	6930667	+	450	21	33	83
LGFCPJMF_06227	contig_1_pilon	6930694	6931104	+	411	12	19	3
LGFCPJMF_06228	contig_1_pilon	6931225	6931836	+	612	28	23	6
LGFCPJMF_06229	contig_1_pilon	6931995	6933407	+	1413	24	29	20
LGFCPJMF_06230	contig_1_pilon	6933498	6934364	-	867	6	6	0
LGFCPJMF_06231	contig_1_pilon	6934707	6936677	+	1971	717	944	1485
LGFCPJMF_06232	contig_1_pilon	6937003	6938592	+	1590	1508	1869	2435
LGFCPJMF_06233	contig_1_pilon	6938611	6939003	-	393	9	0	12
LGFCPJMF_06234	contig_1_pilon	6939068	6939583	+	516	19	11	10
LGFCPJMF_06235	contig_1_pilon	6939625	6941751	-	2127	353	380	637
LGFCPJMF_06236	contig_1_pilon	6941748	6942968	-	1221	260	200	366
LGFCPJMF_06237	contig_1_pilon	6943565	6944053	+	489	577	277	492
LGFCPJMF_06238	contig_1_pilon	6944097	6945371	-	1275	277	193	396
LGFCPJMF_06239	contig_1_pilon	6945457	6946119	-	663	424	332	1223
LGFCPJMF_06240	contig_1_pilon	6946509	6947165	-	657	50	40	128
LGFCPJMF_06241	contig_1_pilon	6947268	6948335	+	1068	360	359	462
LGFCPJMF_06242	contig_1_pilon	6948379	6949761	-	1383	30	30	28
LGFCPJMF_06243	contig_1_pilon	6949847	6951277	-	1431	0	1	8
LGFCPJMF_06244	contig_1_pilon	6951343	6951942	+	600	3	2	0
LGFCPJMF_06245	contig_1_pilon	6951956	6953170	-	1215	74	35	62
LGFCPJMF_06246	contig_1_pilon	6953241	6954260	-	1020	14	1	9
LGFCPJMF_06247	contig_1_pilon	6954396	6955862	+	1467	98	50	228
LGFCPJMF_06248	contig_1_pilon	6955873	6956601	+	729	330	427	352
LGFCPJMF_06249	contig_1_pilon	6956685	6958424	-	1740	14	12	10
LGFCPJMF_06250	contig_1_pilon	6958528	6959697	-	1170	2	0	0
LGFCPJMF_06251	contig_1_pilon	6959691	6960644	-	954	7	0	0
LGFCPJMF_06252	contig_1_pilon	6960789	6961838	-	1050	5	4	0
LGFCPJMF_06253	contig_1_pilon	6961838	6963193	-	1356	16	14	0
LGFCPJMF_06254	contig_1_pilon	6963388	6964155	-	768	16	12	4
LGFCPJMF_06255	contig_1_pilon	6964172	6964942	+	771	15	7	14
LGFCPJMF_06256	contig_1_pilon	6964956	6965948	-	993	31	25	29
LGFCPJMF_06257	contig_1_pilon	6966089	6966454	+	366	20	10	50
LGFCPJMF_06258	contig_1_pilon	6966541	6967308	-	768	94	52	126
LGFCPJMF_06259	contig_1_pilon	6967395	6968072	+	678	68	111	103
LGFCPJMF_06260	contig_1_pilon	6968119	6968988	+	870	24	15	52
LGFCPJMF_06261	contig_1_pilon	6968991	6969659	+	669	6	2	0
LGFCPJMF_06262	contig_1_pilon	6969669	6971036	-	1368	5	1	6
LGFCPJMF_06263	contig_1_pilon	6971167	6972291	-	1125	56	56	216
LGFCPJMF_06264	contig_1_pilon	6972360	6973280	+	921	687	741	585
LGFCPJMF_06265	contig_1_pilon	6973419	6973964	+	546	1392	1312	1738
LGFCPJMF_06266	contig_1_pilon	6973930	6974661	-	732	22	16	0
LGFCPJMF_06267	contig_1_pilon	6974987	6976108	-	1122	42	26	56
LGFCPJMF_06268	contig_1_pilon	6976293	6977612	+	1320	137	97	244
LGFCPJMF_06269	contig_1_pilon	6977534	6978565	-	1032	2	10	0
LGFCPJMF_06270	contig_1_pilon	6979017	6979583	-	567	1	3	0
LGFCPJMF_06271	contig_1_pilon	6979655	6980014	-	360	2	0	0
LGFCPJMF_06272	contig_1_pilon	6980092	6980586	-	495	25	35	26
LGFCPJMF_06273	contig_1_pilon	6980618	6980926	-	309	69	77	69
LGFCPJMF_06274	contig_1_pilon	6981193	6981912	-	720	681	914	1351
LGFCPJMF_06275	contig_1_pilon	6982733	6983260	-	528	4	2	2
LGFCPJMF_06276	contig_1_pilon	6983257	6985014	-	1758	14	4	12
LGFCPJMF_06277	contig_1_pilon	6985753	6986922	-	1170	60	52	20
LGFCPJMF_06278	contig_1_pilon	6987244	6988137	-	894	1	10	0
LGFCPJMF_06279	contig_1_pilon	6988243	6990657	-	2415	70	41	154
LGFCPJMF_06280	contig_1_pilon	6990896	6992011	+	1116	38	22	30
LGFCPJMF_06281	contig_1_pilon	6992447	6993526	+	1080	126	103	409
LGFCPJMF_06282	contig_1_pilon	6993546	6993953	+	408	98	170	334
LGFCPJMF_06283	contig_1_pilon	6994024	6995571	-	1548	115	138	177
LGFCPJMF_06284	contig_1_pilon	6995903	6996604	-	702	861	953	463
LGFCPJMF_06285	contig_1_pilon	6997165	6997350	+	186	11252	12793	6719
LGFCPJMF_06286	contig_1_pilon	6997369	6999294	-	1926	50	7	47
LGFCPJMF_06287	contig_1_pilon	6999565	7000287	-	723	0	0	0
LGFCPJMF_06288	contig_1_pilon	7000760	7001092	+	333	10	1	0
LGFCPJMF_06289	contig_1_pilon	7002164	7002532	+	369	0	0	0
LGFCPJMF_06290	contig_1_pilon	7002568	7002825	-	258	0	0	0
LGFCPJMF_06291	contig_1_pilon	7002899	7003120	-	222	0	0	0
LGFCPJMF_06292	contig_1_pilon	7003286	7003462	-	177	0	0	0
LGFCPJMF_06293	contig_1_pilon	7004462	7005013	+	552	0	0	2
LGFCPJMF_06294	contig_1_pilon	7005167	7005529	-	363	2	6	12
LGFCPJMF_06295	contig_1_pilon	7006102	7007475	-	1374	6	0	22
LGFCPJMF_06296	contig_2_pilon	786	1181	+	396	4	2	4
LGFCPJMF_06297	contig_2_pilon	2104	2517	-	414	2139	989	1116
LGFCPJMF_06298	contig_2_pilon	3038	3523	+	486	10	0	4
LGFCPJMF_06299	contig_2_pilon	3893	4912	+	1020	27	22	13
LGFCPJMF_06300	contig_2_pilon	4890	6017	+	1128	30	26	56
LGFCPJMF_06301	contig_2_pilon	5953	6183	-	231	0	4	6
LGFCPJMF_06302	contig_2_pilon	6123	6698	-	576	24	19	102
LGFCPJMF_06303	contig_2_pilon	6695	7351	-	657	30	18	8
LGFCPJMF_06304	contig_2_pilon	7463	7633	-	171	0	0	0
LGFCPJMF_06305	contig_2_pilon	7683	8576	-	894	22	18	14
LGFCPJMF_06306	contig_2_pilon	8816	11230	+	2415	69	39	190
LGFCPJMF_06307	contig_2_pilon	11336	12229	+	894	3	4	0
LGFCPJMF_06308	contig_2_pilon	12551	12931	+	381	29	41	17
LGFCPJMF_06309	contig_2_pilon	13020	13718	+	699	2	0	0
LGFCPJMF_06310	contig_2_pilon	13715	16213	+	2499	6	14	15
LGFCPJMF_06311	contig_2_pilon	16210	16737	+	528	4	2	0
LGFCPJMF_06312	contig_2_pilon	17558	18277	+	720	661	840	1319
LGFCPJMF_06313	contig_2_pilon	18544	18852	+	309	93	116	71
LGFCPJMF_06314	contig_2_pilon	18884	19378	+	495	20	30	26
LGFCPJMF_06315	contig_2_pilon	19456	19815	+	360	2	1	0
LGFCPJMF_06316	contig_2_pilon	19887	20453	+	567	0	4	0
LGFCPJMF_06317	contig_2_pilon	20905	21915	+	1011	0	5	0
LGFCPJMF_06318	contig_2_pilon	21919	22365	+	447	2	9	52
LGFCPJMF_06319	contig_2_pilon	22380	23246	+	867	14	13	0
LGFCPJMF_06320	contig_2_pilon	23265	23465	-	201	56	72	145
LGFCPJMF_06321	contig_2_pilon	23832	24755	+	924	12	8	14
LGFCPJMF_06322	contig_2_pilon	24865	25380	+	516	10	5	3
LGFCPJMF_06323	contig_2_pilon	25612	26175	+	564	40	24	38
LGFCPJMF_06324	contig_2_pilon	26192	26413	-	222	40	41	40
LGFCPJMF_06325	contig_2_pilon	26535	26762	-	228	62	54	48
LGFCPJMF_06326	contig_2_pilon	26970	27554	-	585	6	18	0
LGFCPJMF_06327	contig_2_pilon	27668	27961	+	294	10	19	24
LGFCPJMF_06328	contig_2_pilon	27912	28496	-	585	28	14	94
LGFCPJMF_06329	contig_2_pilon	28605	28994	-	390	0	0	0
LGFCPJMF_06330	contig_2_pilon	29185	30243	+	1059	48	33	9
LGFCPJMF_06331	contig_2_pilon	30261	30833	+	573	58	100	212
LGFCPJMF_06332	contig_2_pilon	31008	32432	-	1425	0	0	16
LGFCPJMF_06333	contig_2_pilon	32812	33036	+	225	0	0	0
LGFCPJMF_06334	contig_2_pilon	33101	40786	-	7686	445	330	1193
LGFCPJMF_06335	contig_2_pilon	40959	41408	-	450	0	7	0
LGFCPJMF_06336	contig_2_pilon	41874	44213	-	2340	98	65	137
LGFCPJMF_06337	contig_2_pilon	44179	44382	-	204	1	2	0
LGFCPJMF_06338	contig_2_pilon	44379	46727	-	2349	14	20	10
LGFCPJMF_06339	contig_2_pilon	46740	47069	-	330	12	4	0
LGFCPJMF_06340	contig_2_pilon	47084	48352	-	1269	4	8	48
LGFCPJMF_06341	contig_2_pilon	48477	48593	+	117	0	0	0
LGFCPJMF_06342	contig_2_pilon	48677	49030	-	354	3	20	1
LGFCPJMF_06343	contig_2_pilon	49223	50842	+	1620	19	40	0
LGFCPJMF_06344	contig_2_pilon	50823	51866	-	1044	20	21	46
LGFCPJMF_06345	contig_2_pilon	51886	52077	-	192	3	3	6
LGFCPJMF_06346	contig_2_pilon	52716	53795	-	1080	774	630	963
LGFCPJMF_06347	contig_2_pilon	53792	55045	-	1254	811	848	1286
LGFCPJMF_06348	contig_2_pilon	55612	56442	-	831	208	251	276
LGFCPJMF_06349	contig_2_pilon	56848	57030	-	183	5	5	17
LGFCPJMF_06350	contig_2_pilon	57442	57870	+	429	0	10	10
LGFCPJMF_06351	contig_2_pilon	57996	58382	-	387	43	109	40
LGFCPJMF_06352	contig_2_pilon	58767	58946	-	180	599	1027	531
LGFCPJMF_06353	contig_2_pilon	59198	62587	-	3390	2957	3273	5430
LGFCPJMF_06354	contig_2_pilon	63515	64213	+	699	159	234	417
LGFCPJMF_06355	contig_2_pilon	64210	64632	+	423	126	156	178
LGFCPJMF_06356	contig_2_pilon	65030	65545	+	516	21	63	98
LGFCPJMF_06357	contig_2_pilon	65890	66702	-	813	34	17	86
LGFCPJMF_06358	contig_2_pilon	66847	67086	-	240	8	3	1
LGFCPJMF_06359	contig_2_pilon	67348	67809	-	462	0	0	4
LGFCPJMF_06360	contig_2_pilon	67821	68306	-	486	0	6	0
LGFCPJMF_06361	contig_2_pilon	68310	69176	-	867	0	2	0
LGFCPJMF_06362	contig_2_pilon	69179	69724	-	546	0	0	0
LGFCPJMF_06363	contig_2_pilon	69721	70176	-	456	0	0	2
LGFCPJMF_06364	contig_2_pilon	70173	70874	-	702	2	0	0
LGFCPJMF_06365	contig_2_pilon	70965	71360	-	396	0	0	0
LGFCPJMF_06366	contig_2_pilon	71365	72090	-	726	17	10	0
LGFCPJMF_06367	contig_2_pilon	72204	72899	-	696	14	10	26
LGFCPJMF_06368	contig_2_pilon	72997	73431	-	435	0	0	0
LGFCPJMF_06369	contig_2_pilon	73489	74448	-	960	0	3	0
LGFCPJMF_06370	contig_2_pilon	74445	74786	-	342	4	1	20
LGFCPJMF_06371	contig_2_pilon	74783	75301	-	519	0	0	0
LGFCPJMF_06372	contig_2_pilon	75400	76026	-	627	10	2	0
LGFCPJMF_06373	contig_2_pilon	76151	76549	-	399	2	0	0
LGFCPJMF_06374	contig_2_pilon	76720	76971	-	252	0	0	0
LGFCPJMF_06375	contig_2_pilon	76923	77633	-	711	6	0	0
LGFCPJMF_06376	contig_2_pilon	77689	78153	-	465	0	0	0
LGFCPJMF_06377	contig_2_pilon	78452	79183	-	732	4	0	0
LGFCPJMF_06378	contig_2_pilon	79202	79420	-	219	0	0	0
LGFCPJMF_06379	contig_2_pilon	79536	80138	-	603	0	0	0
LGFCPJMF_06380	contig_2_pilon	80227	80541	-	315	2	0	0
LGFCPJMF_06381	contig_2_pilon	80564	82633	-	2070	12	4	0
LGFCPJMF_06382	contig_2_pilon	82809	83555	-	747	24	24	5
LGFCPJMF_06383	contig_2_pilon	83552	84919	-	1368	5	6	15
LGFCPJMF_06384	contig_2_pilon	84933	85400	-	468	0	5	0
LGFCPJMF_06385	contig_2_pilon	85594	85866	-	273	0	0	0
LGFCPJMF_06386	contig_2_pilon	86001	86162	-	162	2	0	24
LGFCPJMF_06387	contig_2_pilon	86196	88097	-	1902	4	12	2
LGFCPJMF_06388	contig_2_pilon	88336	89166	-	831	0	4	0
LGFCPJMF_06389	contig_2_pilon	89265	89498	-	234	0	0	0
LGFCPJMF_06390	contig_2_pilon	89570	89689	-	120	0	0	0
LGFCPJMF_06391	contig_2_pilon	89686	89826	-	141	0	0	0
LGFCPJMF_06392	contig_2_pilon	89823	90341	-	519	6	2	0
LGFCPJMF_06393	contig_2_pilon	90504	90884	-	381	0	0	0
LGFCPJMF_06394	contig_2_pilon	90917	91258	-	342	0	0	0
LGFCPJMF_06395	contig_2_pilon	91403	91567	-	165	2	2	3
LGFCPJMF_06396	contig_2_pilon	91666	92421	-	756	10	18	15
LGFCPJMF_06397	contig_2_pilon	92574	93416	-	843	10	8	8
LGFCPJMF_06398	contig_2_pilon	93752	94123	-	372	13	10	0
LGFCPJMF_06399	contig_2_pilon	94382	95134	+	753	342	508	616
LGFCPJMF_06400	contig_2_pilon	95317	96360	+	1044	167	215	291
LGFCPJMF_06401	contig_2_pilon	96357	96911	+	555	83	118	36
LGFCPJMF_06402	contig_2_pilon	96934	97779	-	846	41	62	44
LGFCPJMF_06403	contig_2_pilon	97784	98419	-	636	71	65	64
LGFCPJMF_06404	contig_2_pilon	98489	99136	-	648	133	151	393
LGFCPJMF_06405	contig_2_pilon	100241	102889	+	2649	18	34	24
LGFCPJMF_06406	contig_2_pilon	103247	104116	+	870	739	899	1350
LGFCPJMF_06407	contig_2_pilon	104465	105406	-	942	110	118	250
