# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/R7.gff" "-t" "CDS" "-g" "ID" "-o" "R7/featureCount_R7.txt" "R7/R7_rep1_rna_map.sorted.bam" "R7/R7_rep2_rna_map.sorted.bam" "R7/R7_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	R7/R7_rep1_rna_map.sorted.bam	R7/R7_rep2_rna_map.sorted.bam	R7/R7_rep3_rna_map.sorted.bam
PAOEAKHP_07424	contig_2_pilon	8392251	8392475	-	225	5	1	16
PAOEAKHP_07425	contig_2_pilon	8392475	8392972	-	498	8	12	41
PAOEAKHP_07426	contig_2_pilon	8393074	8393688	-	615	83	158	376
PAOEAKHP_07427	contig_2_pilon	8394705	8396072	+	1368	411	449	475
PAOEAKHP_07428	contig_2_pilon	8396099	8396455	+	357	2	2	7
PAOEAKHP_07429	contig_2_pilon	8396546	8397049	-	504	240	366	690
PAOEAKHP_07430	contig_2_pilon	8397125	8397907	+	783	4	4	10
PAOEAKHP_07431	contig_2_pilon	8397904	8398845	+	942	1148	1275	3366
PAOEAKHP_07432	contig_2_pilon	8398787	8399503	-	717	14	0	61
PAOEAKHP_07433	contig_2_pilon	8399852	8400268	+	417	278	270	799
PAOEAKHP_07434	contig_2_pilon	8400458	8400940	+	483	125	104	278
PAOEAKHP_07435	contig_2_pilon	8401120	8401494	+	375	33	49	84
PAOEAKHP_07436	contig_2_pilon	8401504	8403141	+	1638	210	239	511
PAOEAKHP_07437	contig_2_pilon	8403147	8403533	-	387	0	0	0
PAOEAKHP_07438	contig_2_pilon	8403530	8405239	-	1710	11	3	38
PAOEAKHP_07439	contig_2_pilon	8405493	8405822	-	330	18	29	26
PAOEAKHP_07440	contig_2_pilon	8405961	8406341	-	381	29	16	23
PAOEAKHP_07441	contig_2_pilon	8406642	8408024	+	1383	663	819	819
PAOEAKHP_07442	contig_2_pilon	8408103	8408432	-	330	0	2	0
PAOEAKHP_07443	contig_2_pilon	8408489	8409526	-	1038	2	0	0
PAOEAKHP_07444	contig_2_pilon	8409919	8410287	+	369	1	7	2
PAOEAKHP_07445	contig_2_pilon	8410403	8411812	-	1410	28	28	35
PAOEAKHP_07446	contig_2_pilon	8411995	8412744	-	750	0	5	0
PAOEAKHP_07447	contig_2_pilon	8414614	8415693	+	1080	1994	2281	2109
PAOEAKHP_07448	contig_2_pilon	8415726	8416223	+	498	213	253	262
PAOEAKHP_07449	contig_2_pilon	8416451	8417995	-	1545	2	1	8
PAOEAKHP_07450	contig_2_pilon	8418038	8418292	-	255	0	2	2
PAOEAKHP_07451	contig_2_pilon	8419063	8419224	+	162	13	16	20
PAOEAKHP_07452	contig_2_pilon	8419388	8425795	+	6408	2155	1770	2325
PAOEAKHP_07453	contig_2_pilon	8426795	8426962	+	168	0	0	2
PAOEAKHP_07454	contig_2_pilon	8427631	8428224	+	594	11	9	10
PAOEAKHP_07455	contig_2_pilon	8428221	8429087	+	867	0	8	2
PAOEAKHP_07456	contig_2_pilon	8429110	8429217	+	108	2	0	0
PAOEAKHP_07457	contig_2_pilon	8429575	8431731	+	2157	6783	7065	8678
PAOEAKHP_07458	contig_2_pilon	8432067	8432336	-	270	0	3	1
PAOEAKHP_07459	contig_2_pilon	8432880	8433965	+	1086	71	135	137
PAOEAKHP_07460	contig_2_pilon	8434149	8434676	-	528	0	0	2
PAOEAKHP_07461	contig_2_pilon	8434676	8436736	-	2061	10	11	8
PAOEAKHP_07462	contig_2_pilon	8436962	8438083	+	1122	14	20	47
PAOEAKHP_07463	contig_2_pilon	8438109	8438354	-	246	4	0	14
PAOEAKHP_07464	contig_2_pilon	8439387	8440133	-	747	85	105	134
PAOEAKHP_07465	contig_2_pilon	8440166	8441299	+	1134	4	1	20
PAOEAKHP_07466	contig_2_pilon	8442769	8443626	-	858	57	19	55
PAOEAKHP_07467	contig_2_pilon	8443755	8444162	-	408	75	71	80
PAOEAKHP_07468	contig_2_pilon	8444159	8444434	-	276	189	145	173
PAOEAKHP_07469	contig_2_pilon	8444562	8444870	-	309	363	482	620
PAOEAKHP_07470	contig_2_pilon	8445292	8446254	+	963	52	36	128
PAOEAKHP_07471	contig_2_pilon	8446436	8447488	+	1053	26	14	39
PAOEAKHP_07472	contig_2_pilon	8447488	8448303	+	816	6	2	21
PAOEAKHP_07473	contig_2_pilon	8448300	8449589	+	1290	44	66	75
PAOEAKHP_07474	contig_2_pilon	8449586	8450803	+	1218	711	839	931
PAOEAKHP_07475	contig_2_pilon	8450903	8451070	+	168	423	458	460
PAOEAKHP_07476	contig_2_pilon	8451158	8451322	+	165	311	228	257
PAOEAKHP_07477	contig_2_pilon	8451433	8451627	+	195	33	24	20
PAOEAKHP_07478	contig_2_pilon	8451620	8452354	+	735	40	41	30
PAOEAKHP_07479	contig_2_pilon	8452347	8453087	+	741	2	5	10
PAOEAKHP_07480	contig_2_pilon	8453099	8454739	+	1641	204	263	285
PAOEAKHP_07481	contig_2_pilon	8454769	8457342	+	2574	219	184	310
PAOEAKHP_07482	contig_2_pilon	8457342	8458385	+	1044	27	14	31
PAOEAKHP_07483	contig_2_pilon	8458382	8459449	+	1068	25	18	20
PAOEAKHP_07484	contig_2_pilon	8459663	8460844	-	1182	103	90	155
PAOEAKHP_07485	contig_2_pilon	8460846	8461532	-	687	8	9	28
PAOEAKHP_07486	contig_2_pilon	8461690	8462202	-	513	33	13	52
PAOEAKHP_07487	contig_2_pilon	8462758	8463261	+	504	11	20	7
PAOEAKHP_07488	contig_2_pilon	8463321	8464766	+	1446	174	157	174
PAOEAKHP_07489	contig_2_pilon	8465228	8465476	+	249	13	0	20
PAOEAKHP_07490	contig_2_pilon	8465549	8465797	+	249	49	53	43
PAOEAKHP_07491	contig_2_pilon	8466126	8466347	+	222	13	39	13
PAOEAKHP_07492	contig_2_pilon	8466362	8467159	+	798	15	35	47
PAOEAKHP_07493	contig_2_pilon	8467241	8467849	-	609	111	134	163
PAOEAKHP_07494	contig_2_pilon	8468307	8469101	-	795	159	175	133
PAOEAKHP_07495	contig_2_pilon	8470450	8471238	+	789	6	2	4
PAOEAKHP_07496	contig_2_pilon	8471209	8472147	-	939	0	6	5
PAOEAKHP_07497	contig_2_pilon	8472292	8472657	+	366	0	0	0
PAOEAKHP_07498	contig_2_pilon	8472660	8473310	+	651	0	0	0
PAOEAKHP_07499	contig_2_pilon	8473778	8474002	+	225	0	0	0
PAOEAKHP_07500	contig_2_pilon	8474576	8475313	+	738	0	0	2
PAOEAKHP_07501	contig_2_pilon	8476527	8476970	+	444	0	0	1
PAOEAKHP_07502	contig_2_pilon	8477022	8477795	+	774	2	0	1
PAOEAKHP_07503	contig_2_pilon	8477792	8478562	+	771	0	0	0
PAOEAKHP_07504	contig_2_pilon	8478966	8479889	-	924	12	10	13
PAOEAKHP_07505	contig_2_pilon	8480246	8480743	+	498	2	10	0
PAOEAKHP_07506	contig_2_pilon	8481401	8481598	+	198	0	2	0
PAOEAKHP_07507	contig_2_pilon	8481752	8482978	-	1227	84	85	80
PAOEAKHP_07508	contig_2_pilon	8483249	8483710	-	462	20	32	23
PAOEAKHP_07509	contig_2_pilon	8484435	8484605	+	171	200	231	226
PAOEAKHP_07510	contig_2_pilon	8484874	8485623	+	750	55	50	106
PAOEAKHP_07511	contig_2_pilon	8485772	8486185	-	414	613	577	484
PAOEAKHP_07512	contig_2_pilon	8486373	8486531	-	159	28	37	30
PAOEAKHP_07513	contig_2_pilon	8487272	8488003	-	732	11	6	30
PAOEAKHP_07514	contig_2_pilon	8488203	8489444	+	1242	54	77	61
PAOEAKHP_07515	contig_2_pilon	8489621	8490199	+	579	12	21	36
PAOEAKHP_07516	contig_2_pilon	8490972	8491427	+	456	139	180	229
PAOEAKHP_07517	contig_2_pilon	8491664	8492365	+	702	14	16	18
PAOEAKHP_07518	contig_2_pilon	8493059	8493466	+	408	74	97	144
PAOEAKHP_07519	contig_2_pilon	8493709	8494365	-	657	0	4	14
PAOEAKHP_07520	contig_2_pilon	8494660	8495136	-	477	0	0	6
PAOEAKHP_07521	contig_2_pilon	8495350	8495697	-	348	0	0	0
PAOEAKHP_07522	contig_2_pilon	8495977	8496708	-	732	14	0	12
PAOEAKHP_07523	contig_2_pilon	8497100	8497558	+	459	11	15	35
PAOEAKHP_07524	contig_2_pilon	8498345	8498527	+	183	2	1	4
PAOEAKHP_07525	contig_2_pilon	8498506	8499531	-	1026	6	0	2
PAOEAKHP_07526	contig_2_pilon	8500229	8500720	+	492	0	5	0
PAOEAKHP_07527	contig_2_pilon	8500863	8501927	+	1065	2	0	0
PAOEAKHP_07528	contig_2_pilon	8502095	8503150	-	1056	6	6	6
PAOEAKHP_07529	contig_2_pilon	8503269	8504060	-	792	2	4	0
PAOEAKHP_07530	contig_2_pilon	8504057	8504683	-	627	8	13	3
PAOEAKHP_07531	contig_2_pilon	8504680	8506320	-	1641	16	28	22
PAOEAKHP_07532	contig_2_pilon	8506322	8510047	-	3726	64	102	101
PAOEAKHP_07533	contig_2_pilon	8510438	8511331	-	894	45	75	73
PAOEAKHP_07534	contig_2_pilon	8511388	8512143	+	756	0	0	2
PAOEAKHP_07535	contig_2_pilon	8512223	8512951	+	729	0	4	2
PAOEAKHP_07536	contig_2_pilon	8513078	8514028	+	951	6	2	8
PAOEAKHP_07537	contig_2_pilon	8514160	8515728	-	1569	123	170	201
PAOEAKHP_07538	contig_2_pilon	8516353	8516577	+	225	400	344	365
PAOEAKHP_07539	contig_2_pilon	8517089	8517370	-	282	9	30	16
PAOEAKHP_07540	contig_2_pilon	8517672	8518295	-	624	67	36	69
PAOEAKHP_07541	contig_2_pilon	8518379	8518681	-	303	0	0	0
PAOEAKHP_07542	contig_2_pilon	8518717	8519838	-	1122	1	0	13
PAOEAKHP_07543	contig_2_pilon	8519838	8521082	-	1245	4	0	0
PAOEAKHP_07544	contig_2_pilon	8521079	8521819	-	741	24	14	19
PAOEAKHP_07545	contig_2_pilon	8522063	8522488	-	426	8	4	4
PAOEAKHP_07546	contig_2_pilon	8522610	8523410	-	801	4	2	7
PAOEAKHP_07547	contig_2_pilon	8523738	8524349	-	612	43	23	36
PAOEAKHP_07548	contig_2_pilon	8524434	8526221	-	1788	38	81	61
PAOEAKHP_07549	contig_2_pilon	8526561	8526887	-	327	5	10	0
PAOEAKHP_07550	contig_2_pilon	8527582	8527989	-	408	2	14	2
PAOEAKHP_07551	contig_2_pilon	8527980	8528336	-	357	2	10	0
PAOEAKHP_07552	contig_2_pilon	8528365	8529168	-	804	6	13	13
PAOEAKHP_07553	contig_2_pilon	8529165	8529545	-	381	4	5	7
PAOEAKHP_07554	contig_2_pilon	8529820	8530227	-	408	3	0	0
PAOEAKHP_07555	contig_2_pilon	8530314	8531072	-	759	3	3	4
PAOEAKHP_07556	contig_2_pilon	8531096	8531791	-	696	3	10	6
PAOEAKHP_07557	contig_2_pilon	8531805	8532662	-	858	6	4	2
PAOEAKHP_07558	contig_2_pilon	8532659	8533444	-	786	8	6	4
PAOEAKHP_07559	contig_2_pilon	8533441	8533878	-	438	14	2	0
PAOEAKHP_07560	contig_2_pilon	8533977	8534474	-	498	12	0	0
PAOEAKHP_07561	contig_2_pilon	8534979	8535512	+	534	27	50	52
PAOEAKHP_07562	contig_2_pilon	8535764	8536381	+	618	14	13	3
PAOEAKHP_07563	contig_2_pilon	8536551	8537306	+	756	10	28	26
PAOEAKHP_07564	contig_2_pilon	8537375	8538481	-	1107	46	60	26
PAOEAKHP_07565	contig_2_pilon	8538572	8538916	-	345	14	0	8
PAOEAKHP_07566	contig_2_pilon	8538913	8539368	-	456	12	10	9
PAOEAKHP_07568	contig_2_pilon	8540512	8541192	-	681	200	215	162
PAOEAKHP_07569	contig_2_pilon	8541296	8541910	-	615	159	115	124
PAOEAKHP_07570	contig_2_pilon	8541921	8542709	-	789	25	38	51
PAOEAKHP_07571	contig_2_pilon	8543064	8543630	-	567	33	27	19
PAOEAKHP_07572	contig_2_pilon	8543641	8545149	-	1509	45	43	114
PAOEAKHP_07573	contig_2_pilon	8545175	8545627	-	453	2	2	17
PAOEAKHP_07574	contig_2_pilon	8545666	8545905	+	240	213	209	246
PAOEAKHP_07575	contig_2_pilon	8545984	8547456	-	1473	46	59	46
PAOEAKHP_07576	contig_2_pilon	8547533	8548894	-	1362	12	2	8
PAOEAKHP_07577	contig_2_pilon	8548910	8549578	-	669	3	0	8
PAOEAKHP_07578	contig_2_pilon	8549578	8549889	-	312	0	1	0
PAOEAKHP_07579	contig_2_pilon	8550213	8551334	-	1122	100	107	187
PAOEAKHP_07580	contig_2_pilon	8551833	8552588	+	756	0	0	6
PAOEAKHP_07581	contig_2_pilon	8552739	8553395	+	657	21	13	12
PAOEAKHP_07582	contig_2_pilon	8553392	8553871	+	480	20	11	15
PAOEAKHP_07583	contig_2_pilon	8553888	8554589	+	702	10	8	9
PAOEAKHP_07584	contig_2_pilon	8554559	8555344	+	786	17	23	23
PAOEAKHP_07585	contig_2_pilon	8555588	8555935	+	348	10	2	17
PAOEAKHP_07586	contig_2_pilon	8556029	8556472	+	444	81	92	87
PAOEAKHP_07587	contig_2_pilon	8556469	8556912	+	444	81	97	83
PAOEAKHP_07588	contig_2_pilon	8556946	8557341	+	396	0	12	33
PAOEAKHP_07589	contig_2_pilon	8557378	8558211	+	834	22	0	32
PAOEAKHP_07590	contig_2_pilon	8558208	8558720	+	513	0	0	4
PAOEAKHP_07591	contig_2_pilon	8558717	8559940	+	1224	22	2	28
PAOEAKHP_07592	contig_2_pilon	8559945	8560277	+	333	5	0	4
PAOEAKHP_07593	contig_2_pilon	8560327	8561556	+	1230	47	16	59
PAOEAKHP_07594	contig_2_pilon	8561553	8562425	+	873	66	14	37
PAOEAKHP_07595	contig_2_pilon	8562456	8562935	+	480	4	8	4
PAOEAKHP_07596	contig_2_pilon	8563075	8564103	+	1029	14	10	0
PAOEAKHP_07597	contig_2_pilon	8564626	8565006	+	381	8	15	8
PAOEAKHP_07598	contig_2_pilon	8564944	8572383	-	7440	1692	1551	1793
PAOEAKHP_07599	contig_2_pilon	8572611	8573018	-	408	200	224	212
PAOEAKHP_07600	contig_2_pilon	8573362	8573589	+	228	50	44	19
PAOEAKHP_07601	contig_2_pilon	8573840	8573989	-	150	0	4	4
PAOEAKHP_07602	contig_2_pilon	8574565	8574849	+	285	58	31	56
PAOEAKHP_07603	contig_2_pilon	8574957	8575247	+	291	37	35	62
PAOEAKHP_07604	contig_2_pilon	8575263	8576084	+	822	0	1	6
PAOEAKHP_07605	contig_2_pilon	8576388	8576660	+	273	0	0	1
PAOEAKHP_07606	contig_2_pilon	8576739	8576900	-	162	1	5	1
PAOEAKHP_07607	contig_2_pilon	8576955	8578733	-	1779	29	30	27
PAOEAKHP_07608	contig_2_pilon	8579609	8579908	-	300	0	0	0
PAOEAKHP_07609	contig_2_pilon	8580039	8580161	-	123	0	0	0
PAOEAKHP_07610	contig_2_pilon	8580915	8581199	+	285	0	0	0
PAOEAKHP_07611	contig_2_pilon	8581306	8581998	-	693	6	10	6
PAOEAKHP_07612	contig_2_pilon	8582077	8582478	-	402	0	2	0
PAOEAKHP_07613	contig_2_pilon	8582607	8584325	-	1719	18	10	11
PAOEAKHP_07614	contig_2_pilon	8584585	8585109	-	525	10	4	21
PAOEAKHP_07615	contig_2_pilon	8585217	8585450	-	234	5	10	43
PAOEAKHP_07616	contig_2_pilon	8585542	8585733	-	192	8	0	2
PAOEAKHP_07617	contig_2_pilon	8585730	8587286	-	1557	28	5	12
PAOEAKHP_07618	contig_2_pilon	8587283	8587924	-	642	14	0	11
PAOEAKHP_07619	contig_2_pilon	8588077	8588784	-	708	12	3	18
PAOEAKHP_07620	contig_2_pilon	8588792	8589682	-	891	13	32	51
PAOEAKHP_07621	contig_2_pilon	8589679	8589825	-	147	1	7	8
PAOEAKHP_07622	contig_2_pilon	8590724	8592085	+	1362	123	92	192
PAOEAKHP_07623	contig_2_pilon	8592363	8592986	+	624	31	26	69
PAOEAKHP_07624	contig_2_pilon	8593493	8594182	-	690	332	399	612
PAOEAKHP_07625	contig_2_pilon	8594364	8594639	-	276	23	34	29
PAOEAKHP_07626	contig_2_pilon	8594585	8594794	-	210	32	17	57
PAOEAKHP_07627	contig_2_pilon	8595053	8595901	+	849	15	10	22
PAOEAKHP_07628	contig_2_pilon	8596188	8597429	+	1242	33	16	36
PAOEAKHP_07629	contig_2_pilon	8597476	8597706	-	231	91	99	95
PAOEAKHP_07630	contig_2_pilon	8597791	8597922	-	132	1	2	5
PAOEAKHP_07631	contig_2_pilon	8597955	8599532	-	1578	153	222	228
PAOEAKHP_07632	contig_2_pilon	8599630	8600301	-	672	0	6	1
PAOEAKHP_07633	contig_2_pilon	8600298	8600822	-	525	8	8	2
PAOEAKHP_07634	contig_2_pilon	8600831	8601868	-	1038	43	64	77
PAOEAKHP_07635	contig_2_pilon	8601859	8602101	-	243	1	4	4
PAOEAKHP_07636	contig_2_pilon	8602371	8602985	-	615	6	8	26
PAOEAKHP_07637	contig_2_pilon	8602989	8603465	-	477	2	7	15
PAOEAKHP_07638	contig_2_pilon	8603524	8603943	-	420	4	19	25
PAOEAKHP_07639	contig_2_pilon	8603940	8604443	-	504	0	0	2
PAOEAKHP_07640	contig_2_pilon	8604443	8604679	-	237	0	0	0
PAOEAKHP_07641	contig_2_pilon	8604773	8605693	-	921	4	6	20
PAOEAKHP_07642	contig_2_pilon	8605843	8607165	+	1323	28	20	39
PAOEAKHP_07643	contig_2_pilon	8607162	8607704	-	543	3	13	4
PAOEAKHP_07644	contig_2_pilon	8607837	8609174	-	1338	60	50	83
PAOEAKHP_07645	contig_2_pilon	8609417	8609578	+	162	6	1	0
PAOEAKHP_07646	contig_2_pilon	8609643	8611217	+	1575	8	2	14
PAOEAKHP_07647	contig_2_pilon	8611318	8611890	+	573	0	0	3
PAOEAKHP_07648	contig_2_pilon	8612284	8613438	-	1155	26	62	68
PAOEAKHP_07649	contig_2_pilon	8615222	8616607	+	1386	59	69	104
PAOEAKHP_07650	contig_2_pilon	8617180	8617455	-	276	188	180	180
PAOEAKHP_07651	contig_2_pilon	8617482	8617664	+	183	19	10	34
PAOEAKHP_07652	contig_2_pilon	8617865	8618350	+	486	9	2	6
PAOEAKHP_07653	contig_2_pilon	8619085	8619522	-	438	0	2	0
PAOEAKHP_07654	contig_2_pilon	8620131	8620766	+	636	44	87	44
PAOEAKHP_07655	contig_2_pilon	8620823	8621530	+	708	44	22	57
PAOEAKHP_07656	contig_2_pilon	8622211	8622948	-	738	0	0	8
PAOEAKHP_07657	contig_2_pilon	8623333	8623887	-	555	18	11	22
PAOEAKHP_07658	contig_2_pilon	8624097	8625299	-	1203	107	112	101
PAOEAKHP_07659	contig_2_pilon	8625448	8627238	-	1791	228	376	288
PAOEAKHP_07660	contig_2_pilon	8628338	8628808	-	471	284	427	340
PAOEAKHP_07661	contig_2_pilon	8629196	8629762	+	567	6	4	33
PAOEAKHP_07662	contig_2_pilon	8629770	8630048	+	279	0	0	6
PAOEAKHP_07663	contig_2_pilon	8630351	8630662	-	312	100	187	195
PAOEAKHP_07664	contig_2_pilon	8630818	8631372	-	555	712	844	815
PAOEAKHP_07665	contig_2_pilon	8631519	8631899	+	381	14	0	2
PAOEAKHP_07666	contig_2_pilon	8631914	8632318	-	405	15	5	10
PAOEAKHP_07667	contig_2_pilon	8632476	8633063	-	588	30	9	6
PAOEAKHP_07668	contig_2_pilon	8633390	8633638	+	249	34	23	43
PAOEAKHP_07669	contig_2_pilon	8633676	8633822	+	147	4	7	7
PAOEAKHP_07670	contig_2_pilon	8633855	8634853	-	999	58	55	58
PAOEAKHP_07671	contig_2_pilon	8634970	8635428	-	459	6	8	2
PAOEAKHP_07672	contig_2_pilon	8635425	8635808	-	384	5	8	10
PAOEAKHP_07673	contig_2_pilon	8635974	8636528	-	555	8	18	9
PAOEAKHP_07674	contig_2_pilon	8636649	8637791	-	1143	39	65	58
PAOEAKHP_07675	contig_2_pilon	8637810	8638961	-	1152	12	21	16
PAOEAKHP_07676	contig_2_pilon	8639673	8640509	+	837	0	0	0
PAOEAKHP_07677	contig_2_pilon	8641020	8641208	+	189	18	22	18
PAOEAKHP_07678	contig_2_pilon	8641401	8641574	-	174	0	0	0
PAOEAKHP_07679	contig_2_pilon	8641670	8643112	-	1443	6	0	10
PAOEAKHP_07680	contig_2_pilon	8643341	8643721	-	381	0	0	2
PAOEAKHP_07681	contig_2_pilon	8645457	8645939	+	483	21	17	15
PAOEAKHP_07682	contig_2_pilon	8646738	8647733	-	996	3	0	0
PAOEAKHP_07683	contig_2_pilon	8647726	8648073	-	348	0	2	3
PAOEAKHP_07684	contig_2_pilon	8648501	8649229	-	729	8	11	22
PAOEAKHP_07685	contig_2_pilon	8649564	8650331	+	768	150	196	192
PAOEAKHP_07686	contig_2_pilon	8650328	8651056	+	729	207	121	111
PAOEAKHP_07687	contig_2_pilon	8651154	8651846	+	693	0	4	7
PAOEAKHP_07688	contig_2_pilon	8652286	8652414	-	129	0	2	0
PAOEAKHP_07689	contig_2_pilon	8652535	8652774	+	240	0	0	0
PAOEAKHP_07690	contig_2_pilon	8652782	8653000	+	219	0	0	1
PAOEAKHP_07691	contig_2_pilon	8653582	8654184	-	603	1	5	0
PAOEAKHP_07692	contig_2_pilon	8654233	8654328	+	96	1	0	2
PAOEAKHP_07693	contig_2_pilon	8654835	8655548	-	714	0	0	0
PAOEAKHP_07694	contig_2_pilon	8655901	8656530	-	630	0	0	2
PAOEAKHP_07695	contig_2_pilon	8656946	8657203	+	258	0	0	0
PAOEAKHP_07696	contig_2_pilon	8657160	8657360	+	201	0	0	0
PAOEAKHP_07697	contig_2_pilon	8657889	8658671	+	783	0	0	0
PAOEAKHP_07698	contig_2_pilon	8659043	8660113	-	1071	0	2	0
PAOEAKHP_07699	contig_2_pilon	8660135	8660299	-	165	0	0	0
PAOEAKHP_07700	contig_2_pilon	8661275	8662003	+	729	4	2	0
PAOEAKHP_07701	contig_2_pilon	8662019	8662426	-	408	6	8	14
PAOEAKHP_07702	contig_2_pilon	8662920	8663432	+	513	34	49	90
PAOEAKHP_07703	contig_2_pilon	8663664	8664131	+	468	0	0	0
PAOEAKHP_07704	contig_2_pilon	8664581	8665525	+	945	7	12	9
PAOEAKHP_07705	contig_2_pilon	8666078	8666416	-	339	6	10	9
PAOEAKHP_07706	contig_2_pilon	8666930	8668903	-	1974	0	0	0
PAOEAKHP_07707	contig_2_pilon	8668994	8669389	+	396	4	5	4
PAOEAKHP_07708	contig_2_pilon	8670064	8670198	+	135	6	0	0
PAOEAKHP_07709	contig_2_pilon	8670195	8671073	+	879	254	278	244
PAOEAKHP_07710	contig_2_pilon	8671316	8671498	-	183	9	0	14
PAOEAKHP_07711	contig_2_pilon	8671908	8672432	-	525	4	6	12
PAOEAKHP_07712	contig_2_pilon	8673291	8674064	+	774	2	2	8
PAOEAKHP_07713	contig_2_pilon	8674118	8675545	+	1428	2	1	12
PAOEAKHP_07714	contig_2_pilon	8675514	8676815	+	1302	0	2	12
PAOEAKHP_07715	contig_2_pilon	8676815	8677654	+	840	4	1	1
PAOEAKHP_07716	contig_2_pilon	8677751	8681269	+	3519	44	10	30
PAOEAKHP_07717	contig_2_pilon	8681262	8683829	+	2568	34	20	68
PAOEAKHP_07718	contig_2_pilon	8683826	8684494	-	669	245	207	314
PAOEAKHP_07719	contig_2_pilon	8684638	8685084	-	447	266	148	317
PAOEAKHP_07720	contig_2_pilon	8685277	8686563	+	1287	637	656	646
PAOEAKHP_07721	contig_2_pilon	8687207	8689297	+	2091	21	49	51
PAOEAKHP_07722	contig_2_pilon	8689398	8689880	+	483	4	0	2
PAOEAKHP_07723	contig_2_pilon	8690245	8691132	+	888	3	4	6
PAOEAKHP_07724	contig_2_pilon	8692336	8692809	-	474	0	0	0
PAOEAKHP_07725	contig_2_pilon	8692867	8693394	+	528	0	4	3
PAOEAKHP_07726	contig_2_pilon	8693545	8693988	+	444	4	4	0
PAOEAKHP_07727	contig_2_pilon	8694637	8696091	+	1455	6	2	10
PAOEAKHP_07728	contig_2_pilon	8696108	8697169	+	1062	10	2	6
PAOEAKHP_07729	contig_2_pilon	8697206	8698078	+	873	2	2	14
PAOEAKHP_07730	contig_2_pilon	8698295	8699545	+	1251	0	0	0
PAOEAKHP_07731	contig_2_pilon	8699587	8700180	-	594	0	0	0
PAOEAKHP_07732	contig_2_pilon	8700260	8700754	-	495	0	1	0
PAOEAKHP_07733	contig_2_pilon	8700950	8701192	+	243	0	4	0
PAOEAKHP_07734	contig_2_pilon	8701283	8702188	+	906	2	5	0
PAOEAKHP_07735	contig_2_pilon	8702216	8703031	-	816	0	0	0
PAOEAKHP_07736	contig_2_pilon	8703624	8704337	+	714	4	4	2
PAOEAKHP_07737	contig_2_pilon	8704395	8706380	-	1986	127	106	95
PAOEAKHP_07738	contig_2_pilon	8706539	8707573	-	1035	0	0	0
PAOEAKHP_07739	contig_2_pilon	8707634	8709145	-	1512	8	0	0
PAOEAKHP_07740	contig_2_pilon	8709301	8709729	+	429	0	0	0
PAOEAKHP_07741	contig_2_pilon	8709726	8710805	+	1080	2	8	6
PAOEAKHP_07742	contig_2_pilon	8710802	8711824	+	1023	0	0	0
PAOEAKHP_07743	contig_2_pilon	8711842	8712879	-	1038	0	0	0
PAOEAKHP_07744	contig_2_pilon	8713009	8713782	-	774	0	0	1
PAOEAKHP_07745	contig_2_pilon	8713802	8714560	-	759	0	0	7
PAOEAKHP_07746	contig_2_pilon	8714578	8716251	-	1674	96	105	78
PAOEAKHP_07747	contig_2_pilon	8716241	8717194	-	954	17	44	52
PAOEAKHP_07748	contig_2_pilon	8717253	8718044	-	792	241	336	275
PAOEAKHP_07749	contig_2_pilon	8718313	8718765	+	453	1	6	29
PAOEAKHP_07750	contig_2_pilon	8718804	8720738	+	1935	34	36	98
PAOEAKHP_07751	contig_2_pilon	8720791	8721828	+	1038	32	31	93
PAOEAKHP_07752	contig_2_pilon	8721892	8723148	-	1257	395	384	468
PAOEAKHP_07753	contig_2_pilon	8723145	8724983	-	1839	21	18	57
PAOEAKHP_07754	contig_2_pilon	8724994	8725281	-	288	0	0	0
PAOEAKHP_07755	contig_2_pilon	8725357	8726625	-	1269	0	0	13
PAOEAKHP_07756	contig_2_pilon	8726622	8727899	-	1278	0	0	0
PAOEAKHP_07757	contig_2_pilon	8728044	8728541	-	498	1	0	2
PAOEAKHP_07758	contig_2_pilon	8728681	8730372	+	1692	6	12	4
PAOEAKHP_07759	contig_2_pilon	8730636	8731391	+	756	2	3	0
PAOEAKHP_07760	contig_2_pilon	8731406	8731615	-	210	0	0	0
PAOEAKHP_07761	contig_2_pilon	8731853	8734081	-	2229	6	5	4
PAOEAKHP_07762	contig_2_pilon	8734078	8735076	-	999	16	8	4
PAOEAKHP_07763	contig_2_pilon	8735073	8735642	-	570	42	35	17
PAOEAKHP_07764	contig_2_pilon	8735838	8737280	-	1443	20	23	2
PAOEAKHP_07765	contig_2_pilon	8737483	8738991	+	1509	53	62	87
PAOEAKHP_07766	contig_2_pilon	8738991	8739896	+	906	1883	1753	1709
PAOEAKHP_07767	contig_2_pilon	8739947	8741086	+	1140	80	58	38
PAOEAKHP_07768	contig_2_pilon	8741152	8742021	-	870	6	8	12
PAOEAKHP_07769	contig_2_pilon	8742018	8743616	-	1599	1143	1128	1226
PAOEAKHP_07770	contig_2_pilon	8743750	8745033	-	1284	1424	1776	1655
PAOEAKHP_07771	contig_2_pilon	8745412	8746344	-	933	67	90	120
PAOEAKHP_07772	contig_2_pilon	8746344	8747150	-	807	47	36	53
PAOEAKHP_07773	contig_2_pilon	8747147	8747773	-	627	55	57	59
