# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/HP126.gff" "-t" "CDS" "-g" "ID" "-o" "HP126/featureCount_HP126.txt" "HP126/HP126_rep1_rna_map.sorted.bam" "HP126/HP126_rep2_rna_map.sorted.bam" "HP126/HP126_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	HP126/HP126_rep1_rna_map.sorted.bam	HP126/HP126_rep2_rna_map.sorted.bam	HP126/HP126_rep3_rna_map.sorted.bam
GIOHHFHI_06369	contig_2_pilon	71926	72297	-	372	14	22	28
GIOHHFHI_06370	contig_2_pilon	72556	73308	+	753	725	884	730
GIOHHFHI_06371	contig_2_pilon	73491	74534	+	1044	245	224	191
GIOHHFHI_06372	contig_2_pilon	74531	75085	+	555	154	123	112
GIOHHFHI_06373	contig_2_pilon	75108	75953	-	846	70	97	114
GIOHHFHI_06374	contig_2_pilon	75958	76593	-	636	74	67	80
GIOHHFHI_06375	contig_2_pilon	76663	77310	-	648	78	171	269
GIOHHFHI_06376	contig_2_pilon	78415	81063	+	2649	30	38	54
GIOHHFHI_06377	contig_2_pilon	81421	82290	+	870	1524	1482	1286
GIOHHFHI_06378	contig_2_pilon	82639	83580	-	942	148	181	157
GIOHHFHI_06379	contig_2_pilon	83964	84764	+	801	0	4	1
GIOHHFHI_06380	contig_2_pilon	84803	85546	-	744	1115	936	634
GIOHHFHI_06381	contig_2_pilon	85543	85950	-	408	75	65	47
GIOHHFHI_06382	contig_2_pilon	86493	86840	+	348	35	30	20
GIOHHFHI_06383	contig_2_pilon	87220	87453	-	234	19	14	18
GIOHHFHI_06384	contig_2_pilon	87964	88155	+	192	0	2	0
GIOHHFHI_06385	contig_2_pilon	88422	89144	+	723	126	159	120
GIOHHFHI_06386	contig_2_pilon	89205	90422	-	1218	34	41	57
GIOHHFHI_06387	contig_2_pilon	90634	91257	-	624	9	5	12
GIOHHFHI_06388	contig_2_pilon	92451	92933	-	483	76	100	86
GIOHHFHI_06389	contig_2_pilon	92914	93069	-	156	6	14	16
GIOHHFHI_06390	contig_2_pilon	93307	94074	-	768	6	12	14
GIOHHFHI_06391	contig_2_pilon	94201	94671	-	471	18	4	7
GIOHHFHI_06392	contig_2_pilon	94856	96160	+	1305	29	39	59
GIOHHFHI_06393	contig_2_pilon	96330	96587	+	258	273	281	265
GIOHHFHI_06394	contig_2_pilon	96588	96959	+	372	149	153	190
GIOHHFHI_06395	contig_2_pilon	97633	98226	-	594	106	123	103
GIOHHFHI_06396	contig_2_pilon	98443	99225	+	783	22	21	30
GIOHHFHI_06397	contig_2_pilon	99417	99632	+	216	10	0	4
GIOHHFHI_06398	contig_2_pilon	100456	101163	+	708	1681	1431	1208
GIOHHFHI_06399	contig_2_pilon	101681	102214	+	534	113	58	93
GIOHHFHI_06400	contig_2_pilon	102695	102976	+	282	17	19	8
GIOHHFHI_06401	contig_2_pilon	102973	103371	+	399	18	21	24
GIOHHFHI_06402	contig_2_pilon	103696	104910	-	1215	165	163	165
GIOHHFHI_06403	contig_2_pilon	104992	105507	+	516	194	183	167
GIOHHFHI_06404	contig_2_pilon	105582	106934	-	1353	2695	2383	1810
GIOHHFHI_06405	contig_2_pilon	107011	107418	-	408	67	102	110
GIOHHFHI_06406	contig_2_pilon	107459	108610	-	1152	204	162	181
GIOHHFHI_06407	contig_2_pilon	108681	109964	-	1284	228	168	190
GIOHHFHI_06408	contig_2_pilon	110072	111052	-	981	22	28	5
GIOHHFHI_06409	contig_2_pilon	111498	111713	+	216	0	17	0
GIOHHFHI_06410	contig_2_pilon	111713	112405	+	693	0	0	4
GIOHHFHI_06411	contig_2_pilon	112605	112730	+	126	13	38	23
GIOHHFHI_06412	contig_2_pilon	112754	113623	+	870	69	64	76
GIOHHFHI_06413	contig_2_pilon	113788	114057	+	270	105	155	156
GIOHHFHI_06414	contig_2_pilon	114071	114475	-	405	7	8	2
GIOHHFHI_06415	contig_2_pilon	114815	115120	+	306	47	38	49
GIOHHFHI_06416	contig_2_pilon	115110	115430	+	321	41	75	72
GIOHHFHI_06417	contig_2_pilon	115706	115939	+	234	52	104	71
GIOHHFHI_06418	contig_2_pilon	115976	116272	-	297	491	458	360
GIOHHFHI_06419	contig_2_pilon	116287	116739	-	453	843	831	519
GIOHHFHI_06420	contig_2_pilon	117327	118484	-	1158	2117	2085	1288
GIOHHFHI_06421	contig_2_pilon	118593	119657	+	1065	502	489	319
GIOHHFHI_06422	contig_2_pilon	119920	120468	+	549	0	2	0
GIOHHFHI_06423	contig_2_pilon	120611	121435	+	825	2	0	0
GIOHHFHI_06424	contig_2_pilon	121593	122759	+	1167	138	206	214
GIOHHFHI_06425	contig_2_pilon	122956	123315	+	360	5	2	1
GIOHHFHI_06426	contig_2_pilon	123486	124145	-	660	4	2	8
GIOHHFHI_06427	contig_2_pilon	124398	125096	+	699	66	68	51
GIOHHFHI_06428	contig_2_pilon	125194	125460	+	267	24	18	10
GIOHHFHI_06429	contig_2_pilon	125557	125766	+	210	8	0	4
GIOHHFHI_06430	contig_2_pilon	125871	126131	+	261	1357	1211	917
GIOHHFHI_06431	contig_2_pilon	126408	126764	-	357	212	152	155
GIOHHFHI_06432	contig_2_pilon	127089	128258	+	1170	46	84	55
GIOHHFHI_06433	contig_2_pilon	128279	130207	+	1929	18	16	22
GIOHHFHI_06434	contig_2_pilon	130162	130476	-	315	2	2	4
GIOHHFHI_06435	contig_2_pilon	130777	132639	+	1863	78	75	62
GIOHHFHI_06436	contig_2_pilon	132629	134167	-	1539	74	87	96
GIOHHFHI_06437	contig_2_pilon	134237	134764	-	528	48	53	54
GIOHHFHI_06438	contig_2_pilon	135005	135733	+	729	0	3	6
GIOHHFHI_06439	contig_2_pilon	135762	136106	-	345	30	22	33
GIOHHFHI_06440	contig_2_pilon	136254	136667	+	414	115	171	153
GIOHHFHI_06441	contig_2_pilon	136706	137002	-	297	41	39	30
GIOHHFHI_06442	contig_2_pilon	136999	137196	-	198	6	5	8
GIOHHFHI_06443	contig_2_pilon	137667	138281	+	615	106	119	212
GIOHHFHI_06444	contig_2_pilon	138278	138964	+	687	159	213	261
GIOHHFHI_06445	contig_2_pilon	139061	139240	+	180	7	3	8
GIOHHFHI_06446	contig_2_pilon	139219	139527	+	309	35	16	19
GIOHHFHI_06447	contig_2_pilon	139785	140660	+	876	62	101	80
GIOHHFHI_06448	contig_2_pilon	140754	141071	+	318	120	103	87
GIOHHFHI_06449	contig_2_pilon	141280	141609	-	330	88	138	109
GIOHHFHI_06450	contig_2_pilon	141933	142373	+	441	0	20	6
GIOHHFHI_06451	contig_2_pilon	142544	144088	-	1545	38	14	49
GIOHHFHI_06452	contig_2_pilon	144417	144833	-	417	43	54	38
GIOHHFHI_06453	contig_2_pilon	145406	149275	+	3870	4686	3976	3181
GIOHHFHI_06454	contig_2_pilon	149286	149600	+	315	8494	6741	4973
GIOHHFHI_06455	contig_2_pilon	149829	150410	+	582	197	190	181
GIOHHFHI_06456	contig_2_pilon	150444	151106	-	663	828	709	679
GIOHHFHI_06457	contig_2_pilon	151171	152157	-	987	1762	2003	2089
GIOHHFHI_06458	contig_2_pilon	152770	152967	+	198	12	19	3
GIOHHFHI_06459	contig_2_pilon	153153	154244	+	1092	20	35	40
GIOHHFHI_06460	contig_2_pilon	154292	154759	+	468	16	13	14
GIOHHFHI_06461	contig_2_pilon	155639	156889	+	1251	836	984	900
GIOHHFHI_06462	contig_2_pilon	156886	158439	+	1554	1921	2260	2386
GIOHHFHI_06463	contig_2_pilon	158436	158840	+	405	955	989	1483
GIOHHFHI_06464	contig_2_pilon	159166	159969	+	804	1279	1352	1342
GIOHHFHI_06465	contig_2_pilon	160306	161220	-	915	1092	1289	1100
GIOHHFHI_06466	contig_2_pilon	161406	162866	-	1461	52	34	58
GIOHHFHI_06467	contig_2_pilon	163152	163973	-	822	25	44	22
GIOHHFHI_06468	contig_2_pilon	164118	164456	+	339	123	113	65
GIOHHFHI_06469	contig_2_pilon	164516	165889	-	1374	91	79	101
GIOHHFHI_06470	contig_2_pilon	166120	166650	-	531	36	45	72
GIOHHFHI_06471	contig_2_pilon	166673	167872	-	1200	447	330	363
GIOHHFHI_06472	contig_2_pilon	167989	168279	-	291	8	7	4
GIOHHFHI_06473	contig_2_pilon	168331	168531	+	201	5	0	1
GIOHHFHI_06474	contig_2_pilon	168724	168978	+	255	7	14	8
GIOHHFHI_06475	contig_3_pilon	624	3365	+	2742	114	127	121
GIOHHFHI_06476	contig_3_pilon	3483	3989	+	507	235	307	324
GIOHHFHI_06477	contig_3_pilon	4000	4869	+	870	671	726	648
GIOHHFHI_06478	contig_3_pilon	4996	5487	-	492	8	11	17
GIOHHFHI_06479	contig_3_pilon	5561	7600	+	2040	1132	1050	801
GIOHHFHI_06480	contig_3_pilon	7612	8976	+	1365	1254	1310	1085
GIOHHFHI_06481	contig_3_pilon	9110	9685	-	576	85	65	91
GIOHHFHI_06482	contig_3_pilon	9685	11328	-	1644	264	248	455
GIOHHFHI_06483	contig_3_pilon	11436	11561	-	126	5	12	12
GIOHHFHI_06484	contig_3_pilon	12491	12748	+	258	16	19	23
GIOHHFHI_06485	contig_3_pilon	12806	13093	-	288	168	161	125
GIOHHFHI_06486	contig_3_pilon	13340	14377	-	1038	3569	2969	2506
GIOHHFHI_06487	contig_3_pilon	14480	14674	+	195	6	8	13
GIOHHFHI_06488	contig_3_pilon	14671	14826	+	156	4	4	11
GIOHHFHI_06489	contig_3_pilon	15000	15947	-	948	99	106	84
GIOHHFHI_06490	contig_3_pilon	16094	16660	+	567	546	395	409
GIOHHFHI_06491	contig_3_pilon	17052	17630	-	579	401	490	393
GIOHHFHI_06492	contig_3_pilon	18146	18334	-	189	413	537	438
GIOHHFHI_06493	contig_3_pilon	18587	19198	-	612	11042	8251	6336
GIOHHFHI_06494	contig_3_pilon	19239	23222	-	3984	8074	6795	5605
GIOHHFHI_06495	contig_3_pilon	23524	24060	+	537	111	81	81
GIOHHFHI_06496	contig_3_pilon	24641	26185	+	1545	51	60	58
GIOHHFHI_06497	contig_3_pilon	26407	28185	+	1779	36	40	16
GIOHHFHI_06498	contig_3_pilon	28182	29348	+	1167	91	126	172
GIOHHFHI_06499	contig_3_pilon	29518	30000	+	483	32	26	38
GIOHHFHI_06500	contig_3_pilon	29949	30425	+	477	59	26	16
GIOHHFHI_06501	contig_3_pilon	30755	30862	+	108	4	2	9
GIOHHFHI_06502	contig_3_pilon	31531	32484	-	954	208	235	178
GIOHHFHI_06503	contig_3_pilon	32950	34011	-	1062	68	75	65
GIOHHFHI_06504	contig_3_pilon	34008	34553	-	546	5	35	18
GIOHHFHI_06505	contig_3_pilon	35579	36025	+	447	16	32	15
GIOHHFHI_06506	contig_3_pilon	36461	36847	+	387	277	199	152
GIOHHFHI_06507	contig_3_pilon	37440	38792	-	1353	2069	2214	2397
GIOHHFHI_06508	contig_3_pilon	39048	40436	-	1389	768	867	1260
GIOHHFHI_06509	contig_3_pilon	41641	41778	+	138	10	9	8
GIOHHFHI_06510	contig_3_pilon	42757	42990	-	234	114	74	65
GIOHHFHI_06511	contig_3_pilon	43163	43606	+	444	2250	1862	1452
GIOHHFHI_06512	contig_3_pilon	43707	44939	-	1233	59	82	172
GIOHHFHI_06513	contig_3_pilon	45273	45584	-	312	38	59	63
GIOHHFHI_06514	contig_3_pilon	45704	46060	+	357	74	69	62
GIOHHFHI_06515	contig_3_pilon	47023	48174	-	1152	21	32	56
GIOHHFHI_06516	contig_3_pilon	48415	48996	-	582	36	31	44
GIOHHFHI_06517	contig_3_pilon	49137	49601	-	465	32	9	27
GIOHHFHI_06518	contig_3_pilon	50050	50841	-	792	60	59	80
GIOHHFHI_06519	contig_3_pilon	51235	52029	+	795	121	126	162
GIOHHFHI_06520	contig_3_pilon	52071	53363	-	1293	124	98	179
GIOHHFHI_06521	contig_3_pilon	53724	54890	+	1167	147	209	198
GIOHHFHI_06522	contig_3_pilon	54941	55894	-	954	107	82	103
GIOHHFHI_06523	contig_3_pilon	55958	57163	+	1206	99	90	107
GIOHHFHI_06524	contig_3_pilon	57383	57994	-	612	30	30	9
GIOHHFHI_06525	contig_3_pilon	58291	59097	-	807	12	8	4
GIOHHFHI_06526	contig_3_pilon	59094	59450	-	357	4	4	0
GIOHHFHI_06527	contig_3_pilon	59494	60450	+	957	20	20	25
GIOHHFHI_06528	contig_3_pilon	60678	61871	+	1194	101	113	127
GIOHHFHI_06529	contig_3_pilon	62158	62853	+	696	10	24	40
GIOHHFHI_06530	contig_3_pilon	63057	63773	+	717	88	122	105
GIOHHFHI_06531	contig_3_pilon	63985	64500	+	516	249	225	237
GIOHHFHI_06532	contig_3_pilon	65033	66271	+	1239	65	88	55
GIOHHFHI_06533	contig_3_pilon	66619	67260	+	642	98	55	151
GIOHHFHI_06534	contig_3_pilon	67708	68298	-	591	132	140	156
GIOHHFHI_06535	contig_3_pilon	68276	69040	-	765	16	25	37
GIOHHFHI_06536	contig_3_pilon	69298	69921	-	624	95	138	171
GIOHHFHI_06537	contig_3_pilon	70068	71672	+	1605	60	18	11
GIOHHFHI_06538	contig_3_pilon	72325	73338	+	1014	19	33	32
GIOHHFHI_06539	contig_3_pilon	73438	74961	+	1524	25	27	14
GIOHHFHI_06540	contig_3_pilon	75071	75871	+	801	41	20	17
GIOHHFHI_06541	contig_3_pilon	75957	76859	-	903	32	20	24
GIOHHFHI_06542	contig_3_pilon	76985	77830	+	846	1764	1497	1466
GIOHHFHI_06543	contig_3_pilon	78026	78775	-	750	87	84	41
GIOHHFHI_06545	contig_3_pilon	79574	81193	+	1620	55	51	83
GIOHHFHI_06546	contig_3_pilon	81216	82346	-	1131	222	239	272
GIOHHFHI_06547	contig_3_pilon	82378	83487	-	1110	34	29	78
GIOHHFHI_06548	contig_3_pilon	83532	84305	-	774	9	28	26
GIOHHFHI_06549	contig_3_pilon	84302	85384	-	1083	32	44	28
GIOHHFHI_06550	contig_3_pilon	85655	86758	-	1104	1632	1893	2029
GIOHHFHI_06551	contig_3_pilon	86960	87508	-	549	1824	2237	2380
GIOHHFHI_06552	contig_3_pilon	87644	87853	-	210	153	190	182
GIOHHFHI_06553	contig_3_pilon	87894	88370	-	477	431	429	470
GIOHHFHI_06554	contig_3_pilon	88547	89371	-	825	270	291	457
GIOHHFHI_06555	contig_3_pilon	89451	90158	-	708	362	269	287
GIOHHFHI_06556	contig_3_pilon	90295	91173	-	879	3	2	4
GIOHHFHI_06557	contig_3_pilon	91291	91824	-	534	15	18	31
GIOHHFHI_06558	contig_3_pilon	91971	92687	+	717	199	118	116
GIOHHFHI_06559	contig_3_pilon	92746	93990	-	1245	34	51	62
GIOHHFHI_06560	contig_3_pilon	94082	95296	-	1215	32	49	34
GIOHHFHI_06561	contig_3_pilon	95293	98454	-	3162	50	67	84
GIOHHFHI_06562	contig_3_pilon	98511	98999	-	489	20	24	22
GIOHHFHI_06563	contig_3_pilon	99426	100451	-	1026	149	158	105
GIOHHFHI_06564	contig_3_pilon	100653	101048	+	396	0	0	1
GIOHHFHI_06565	contig_3_pilon	101005	103215	-	2211	2	6	6
GIOHHFHI_06566	contig_3_pilon	103212	105086	-	1875	25	0	22
GIOHHFHI_06567	contig_3_pilon	105126	106343	-	1218	185	255	265
GIOHHFHI_06568	contig_3_pilon	106340	106627	-	288	4	13	1
GIOHHFHI_06569	contig_3_pilon	106624	107979	-	1356	9	18	9
GIOHHFHI_06570	contig_3_pilon	108076	108522	+	447	311	295	277
GIOHHFHI_06571	contig_3_pilon	108834	109268	+	435	94	73	80
GIOHHFHI_06572	contig_3_pilon	109446	112625	+	3180	48	42	47
GIOHHFHI_06573	contig_3_pilon	112713	114227	-	1515	57	82	87
GIOHHFHI_06574	contig_3_pilon	114242	115834	-	1593	33	33	52
GIOHHFHI_06575	contig_3_pilon	116067	117707	+	1641	44	20	20
GIOHHFHI_06576	contig_3_pilon	117729	118481	-	753	375	321	401
GIOHHFHI_06577	contig_3_pilon	118478	119134	-	657	972	961	1224
GIOHHFHI_06578	contig_3_pilon	119131	119880	-	750	444	398	416
GIOHHFHI_06579	contig_3_pilon	119877	120911	-	1035	2739	2517	3091
GIOHHFHI_06580	contig_3_pilon	121214	121564	+	351	3	4	12
GIOHHFHI_06581	contig_3_pilon	121614	122252	+	639	46	68	53
GIOHHFHI_06582	contig_3_pilon	122649	126941	+	4293	2460	2568	2689
GIOHHFHI_06583	contig_3_pilon	127021	129525	+	2505	401	380	406
GIOHHFHI_06584	contig_3_pilon	129619	130545	+	927	80	59	179
GIOHHFHI_06585	contig_3_pilon	130568	131302	-	735	90	80	113
GIOHHFHI_06586	contig_3_pilon	131336	131935	-	600	189	159	154
GIOHHFHI_06587	contig_3_pilon	132082	132273	+	192	87	89	94
GIOHHFHI_06588	contig_3_pilon	132270	133457	+	1188	151	125	179
GIOHHFHI_06589	contig_3_pilon	133491	134006	+	516	65	49	26
GIOHHFHI_06590	contig_3_pilon	134047	135717	-	1671	121	70	156
GIOHHFHI_06591	contig_3_pilon	135800	135994	-	195	26	28	32
GIOHHFHI_06592	contig_3_pilon	136059	137135	-	1077	27	11	42
GIOHHFHI_06593	contig_3_pilon	137647	138066	+	420	3	10	1
GIOHHFHI_06594	contig_3_pilon	138158	138724	+	567	166	175	120
GIOHHFHI_06595	contig_3_pilon	138820	139194	+	375	83	134	134
GIOHHFHI_06596	contig_3_pilon	139191	139763	-	573	143	136	113
GIOHHFHI_06597	contig_3_pilon	139797	141506	-	1710	26	26	36
GIOHHFHI_06598	contig_3_pilon	141587	143221	-	1635	153	231	176
GIOHHFHI_06599	contig_3_pilon	143658	144620	+	963	52	33	53
GIOHHFHI_06600	contig_3_pilon	144656	145255	+	600	45	30	55
GIOHHFHI_06601	contig_3_pilon	145258	145488	-	231	15	5	10
GIOHHFHI_06602	contig_3_pilon	146168	146317	+	150	266	199	181
GIOHHFHI_06603	contig_3_pilon	146734	147150	+	417	222	250	223
GIOHHFHI_06604	contig_3_pilon	147296	148306	+	1011	24	34	45
GIOHHFHI_06605	contig_3_pilon	148630	149997	+	1368	28	33	69
GIOHHFHI_06606	contig_3_pilon	149997	150944	+	948	4	15	11
GIOHHFHI_06607	contig_3_pilon	150944	151825	+	882	62	30	58
GIOHHFHI_06608	contig_3_pilon	151907	153511	+	1605	2	10	8
GIOHHFHI_06609	contig_3_pilon	153553	156048	+	2496	142	126	226
GIOHHFHI_06610	contig_3_pilon	156415	157353	-	939	89	43	77
GIOHHFHI_06611	contig_3_pilon	157635	158627	+	993	138	196	213
GIOHHFHI_06612	contig_3_pilon	158743	159372	+	630	54	34	68
GIOHHFHI_06613	contig_3_pilon	159392	159772	-	381	134	102	102
GIOHHFHI_06614	contig_3_pilon	159908	160564	+	657	16	34	21
GIOHHFHI_06615	contig_3_pilon	160593	161105	-	513	19	0	14
GIOHHFHI_06616	contig_3_pilon	161242	162780	+	1539	4	2	6
GIOHHFHI_06617	contig_3_pilon	162874	163614	+	741	448	352	603
GIOHHFHI_06618	contig_3_pilon	163641	164063	-	423	23	16	39
GIOHHFHI_06619	contig_3_pilon	164243	165175	-	933	47	39	65
GIOHHFHI_06620	contig_3_pilon	165175	165972	-	798	78	83	82
GIOHHFHI_06621	contig_3_pilon	166151	166762	+	612	17	24	34
GIOHHFHI_06622	contig_3_pilon	166785	167807	-	1023	642	604	971
GIOHHFHI_06623	contig_3_pilon	167953	168573	-	621	48	101	97
GIOHHFHI_06624	contig_3_pilon	168779	169999	+	1221	61	80	119
GIOHHFHI_06625	contig_3_pilon	170020	170211	+	192	24	14	10
GIOHHFHI_06626	contig_3_pilon	170302	171273	-	972	111	71	140
GIOHHFHI_06627	contig_3_pilon	171674	171967	+	294	17	37	11
GIOHHFHI_06628	contig_3_pilon	172472	172969	-	498	2	6	4
GIOHHFHI_06629	contig_3_pilon	173547	173948	+	402	6	13	6
GIOHHFHI_06630	contig_3_pilon	174048	175382	-	1335	41	33	36
GIOHHFHI_06631	contig_3_pilon	175600	176292	-	693	78	53	69
GIOHHFHI_06632	contig_3_pilon	176347	176931	-	585	58	37	99
GIOHHFHI_06633	contig_3_pilon	177058	178314	-	1257	28	38	24
GIOHHFHI_06634	contig_3_pilon	178487	179401	-	915	144	137	106
GIOHHFHI_06635	contig_3_pilon	179533	179877	-	345	43	36	26
GIOHHFHI_06636	contig_3_pilon	179906	180310	-	405	106	95	88
GIOHHFHI_06637	contig_3_pilon	180342	181061	-	720	30	15	52
GIOHHFHI_06638	contig_3_pilon	181199	182212	-	1014	16	6	12
GIOHHFHI_06639	contig_3_pilon	182847	184511	-	1665	88	99	117
GIOHHFHI_06640	contig_3_pilon	184877	185839	+	963	1486	1320	1722
GIOHHFHI_06641	contig_3_pilon	186042	186941	+	900	29	38	42
GIOHHFHI_06642	contig_3_pilon	187097	187681	-	585	137	128	163
GIOHHFHI_06643	contig_3_pilon	187813	188760	-	948	101	97	100
GIOHHFHI_06644	contig_3_pilon	189004	189273	+	270	3566	3174	2820
GIOHHFHI_06645	contig_3_pilon	189578	190027	-	450	560	542	512
GIOHHFHI_06646	contig_3_pilon	190247	190783	+	537	230	145	148
GIOHHFHI_06647	contig_3_pilon	190647	191519	-	873	20	80	66
GIOHHFHI_06648	contig_3_pilon	191516	192436	-	921	39	31	44
GIOHHFHI_06649	contig_3_pilon	192433	192861	-	429	23	34	46
GIOHHFHI_06650	contig_3_pilon	192858	193346	-	489	106	125	94
GIOHHFHI_06651	contig_3_pilon	193505	194992	-	1488	149	114	112
GIOHHFHI_06652	contig_3_pilon	195171	195995	+	825	27	22	21
GIOHHFHI_06653	contig_3_pilon	196044	197015	+	972	369	350	427
GIOHHFHI_06654	contig_3_pilon	197165	197776	-	612	3233	2950	2465
GIOHHFHI_06655	contig_3_pilon	197895	205541	-	7647	1252	1211	1465
GIOHHFHI_06656	contig_3_pilon	205538	208939	-	3402	466	456	711
GIOHHFHI_06657	contig_3_pilon	208936	210219	-	1284	301	310	263
GIOHHFHI_06658	contig_3_pilon	210678	210899	+	222	51	55	72
GIOHHFHI_06659	contig_3_pilon	211309	212481	+	1173	136	70	123
GIOHHFHI_06660	contig_3_pilon	212478	212627	+	150	15	25	32
GIOHHFHI_06661	contig_3_pilon	212624	214174	+	1551	246	275	253
GIOHHFHI_06662	contig_3_pilon	214171	216123	+	1953	181	172	145
GIOHHFHI_06663	contig_3_pilon	216328	216471	+	144	141	95	92
GIOHHFHI_06664	contig_3_pilon	216547	218148	-	1602	168	182	181
GIOHHFHI_06665	contig_3_pilon	218195	219397	-	1203	154	89	109
GIOHHFHI_06666	contig_3_pilon	219773	220084	-	312	616	477	583
GIOHHFHI_06667	contig_3_pilon	220365	221030	-	666	14401	16628	24168
GIOHHFHI_06668	contig_3_pilon	221317	222204	-	888	494	541	357
GIOHHFHI_06669	contig_3_pilon	222247	223347	+	1101	3350	3501	3377
GIOHHFHI_06670	contig_3_pilon	223402	223776	+	375	495	403	447
GIOHHFHI_06671	contig_3_pilon	223985	224398	-	414	142	101	70
GIOHHFHI_06672	contig_3_pilon	224462	225436	-	975	11	18	3
GIOHHFHI_06673	contig_3_pilon	225552	226769	-	1218	39	66	34
GIOHHFHI_06674	contig_3_pilon	226965	227165	+	201	17613	15516	14457
GIOHHFHI_06675	contig_3_pilon	227185	227487	-	303	242	379	319
GIOHHFHI_06676	contig_3_pilon	227602	227871	+	270	9697	8306	8813
GIOHHFHI_06677	contig_3_pilon	228019	228234	-	216	33	34	43
GIOHHFHI_06679	contig_3_pilon	249763	250656	-	894	10	8	8
GIOHHFHI_06680	contig_3_pilon	250958	252586	-	1629	127	109	173
GIOHHFHI_06681	contig_3_pilon	252608	254749	-	2142	42	37	39
GIOHHFHI_06682	contig_3_pilon	254867	255349	-	483	4	0	2
GIOHHFHI_06683	contig_3_pilon	255700	256803	+	1104	32	17	30
GIOHHFHI_06684	contig_3_pilon	257023	258948	-	1926	201	189	351
GIOHHFHI_06685	contig_3_pilon	259199	259429	-	231	43	35	32
GIOHHFHI_06686	contig_3_pilon	259650	259850	-	201	14	14	37
GIOHHFHI_06687	contig_3_pilon	259986	261467	-	1482	71	73	42
GIOHHFHI_06688	contig_3_pilon	261809	262225	-	417	9	0	1
GIOHHFHI_06689	contig_3_pilon	262434	262970	-	537	36	65	52
GIOHHFHI_06690	contig_3_pilon	263026	263904	-	879	18	8	22
GIOHHFHI_06691	contig_3_pilon	264241	264996	+	756	665	890	869
GIOHHFHI_06692	contig_3_pilon	265303	265497	+	195	1331	1655	1901
GIOHHFHI_06693	contig_3_pilon	265560	267518	+	1959	1340	1564	1851
GIOHHFHI_06694	contig_3_pilon	267723	268463	+	741	336	289	413
GIOHHFHI_06695	contig_3_pilon	268498	270000	-	1503	233	178	222
GIOHHFHI_06696	contig_3_pilon	270101	270823	+	723	14	13	12
GIOHHFHI_06697	contig_3_pilon	270994	271920	+	927	42	25	34
GIOHHFHI_06698	contig_3_pilon	272048	272869	+	822	309	378	305
GIOHHFHI_06699	contig_3_pilon	273262	273645	+	384	43174	38866	30018
GIOHHFHI_06700	contig_3_pilon	274112	274699	-	588	917	879	909
GIOHHFHI_06701	contig_3_pilon	274840	275208	-	369	1915	2211	2422
GIOHHFHI_06702	contig_3_pilon	275338	275583	+	246	876	930	1094
GIOHHFHI_06703	contig_3_pilon	275676	276641	-	966	24198	27650	25434
GIOHHFHI_06704	contig_3_pilon	276805	277563	-	759	879	764	758
GIOHHFHI_06705	contig_3_pilon	277560	279212	-	1653	124	81	123
GIOHHFHI_06706	contig_3_pilon	279845	281485	-	1641	39	38	36
GIOHHFHI_06707	contig_3_pilon	281632	282072	-	441	397	351	289
GIOHHFHI_06708	contig_3_pilon	282194	282703	+	510	1016	904	950
GIOHHFHI_06709	contig_3_pilon	282728	283828	-	1101	18	4	6
GIOHHFHI_06710	contig_3_pilon	283825	285006	-	1182	2	8	8
GIOHHFHI_06711	contig_3_pilon	285308	286498	+	1191	41	48	51
GIOHHFHI_06712	contig_3_pilon	286536	287708	-	1173	824	910	834
GIOHHFHI_06713	contig_3_pilon	288154	289425	+	1272	38	32	92
GIOHHFHI_06714	contig_3_pilon	290190	291110	-	921	68	32	47
GIOHHFHI_06715	contig_3_pilon	291196	291765	+	570	64	65	62
GIOHHFHI_06716	contig_3_pilon	292372	293205	-	834	59	30	75
GIOHHFHI_06717	contig_3_pilon	293592	293948	+	357	65	54	51
GIOHHFHI_06718	contig_3_pilon	293948	294571	+	624	49	61	57
GIOHHFHI_06719	contig_3_pilon	294568	295716	-	1149	776	774	1023
GIOHHFHI_06720	contig_3_pilon	295932	297668	-	1737	248	276	561
GIOHHFHI_06721	contig_3_pilon	297683	299113	-	1431	184	185	254
GIOHHFHI_06722	contig_3_pilon	299481	300155	+	675	31	66	69
GIOHHFHI_06723	contig_3_pilon	301073	302380	-	1308	10	12	10
GIOHHFHI_06724	contig_3_pilon	302595	303017	+	423	72	70	31
GIOHHFHI_06725	contig_3_pilon	303119	305749	-	2631	18	4	18
GIOHHFHI_06726	contig_3_pilon	306021	306680	-	660	172	133	176
GIOHHFHI_06727	contig_3_pilon	306846	307460	+	615	7	2	7
GIOHHFHI_06728	contig_3_pilon	307451	308599	+	1149	22	16	26
GIOHHFHI_06729	contig_3_pilon	308596	309519	+	924	8	6	6
GIOHHFHI_06730	contig_3_pilon	309699	310958	+	1260	27	39	61
GIOHHFHI_06731	contig_3_pilon	311210	312733	+	1524	722	874	1427
GIOHHFHI_06732	contig_3_pilon	312949	313815	-	867	51	30	32
GIOHHFHI_06733	contig_3_pilon	313827	314474	+	648	355	506	529
GIOHHFHI_06734	contig_3_pilon	314450	315628	+	1179	243	242	310
