# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "/home/haddock/private/Genome_analysis/GenomeAnalysis/data/assembly/R7.gff" "-t" "CDS" "-g" "ID" "-o" "featureCount_HP126_2.txt" "HP126_rep1_rna_map.sorted.bam" "HP126_rep2_rna_map.sorted.bam" "HP126_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	HP126_rep1_rna_map.sorted.bam	HP126_rep2_rna_map.sorted.bam	HP126_rep3_rna_map.sorted.bam
PAOEAKHP_06730	contig_2_pilon	7546244	7547869	-	1626	40	49	38
PAOEAKHP_06731	contig_2_pilon	7548028	7549242	-	1215	45	65	77
PAOEAKHP_06732	contig_2_pilon	7549394	7549840	-	447	1	11	18
PAOEAKHP_06733	contig_2_pilon	7549870	7550715	+	846	77	70	63
PAOEAKHP_06734	contig_2_pilon	7550903	7553146	+	2244	718	618	633
PAOEAKHP_06735	contig_2_pilon	7553205	7553606	-	402	0	2	2
PAOEAKHP_06736	contig_2_pilon	7553794	7555332	+	1539	186	199	173
PAOEAKHP_06737	contig_2_pilon	7555368	7556111	-	744	2	15	10
PAOEAKHP_06738	contig_2_pilon	7556431	7558260	+	1830	44	63	39
PAOEAKHP_06739	contig_2_pilon	7558339	7558800	+	462	0	4	1
PAOEAKHP_06740	contig_2_pilon	7558868	7560442	+	1575	6	20	6
PAOEAKHP_06741	contig_2_pilon	7560439	7561077	+	639	3	2	7
PAOEAKHP_06742	contig_2_pilon	7561058	7561609	-	552	284	314	310
PAOEAKHP_06743	contig_2_pilon	7561619	7563160	-	1542	0	0	2
PAOEAKHP_06744	contig_2_pilon	7563157	7563588	-	432	0	0	0
PAOEAKHP_06745	contig_2_pilon	7563859	7564563	-	705	2	2	8
PAOEAKHP_06746	contig_2_pilon	7564911	7565810	+	900	2	0	0
PAOEAKHP_06747	contig_2_pilon	7565726	7566661	-	936	0	0	0
PAOEAKHP_06748	contig_2_pilon	7566957	7568501	-	1545	2	2	0
PAOEAKHP_06749	contig_2_pilon	7568873	7570003	+	1131	1	0	5
PAOEAKHP_06750	contig_2_pilon	7570160	7571014	+	855	31	24	14
PAOEAKHP_06751	contig_2_pilon	7571011	7572360	+	1350	2	3	6
PAOEAKHP_06752	contig_2_pilon	7572471	7572674	-	204	2	6	2
PAOEAKHP_06753	contig_2_pilon	7572932	7574020	-	1089	25	9	24
PAOEAKHP_06754	contig_2_pilon	7574111	7574989	+	879	2	0	2
PAOEAKHP_06755	contig_2_pilon	7575244	7575825	+	582	2	2	0
PAOEAKHP_06756	contig_2_pilon	7575878	7576456	-	579	12	22	18
PAOEAKHP_06757	contig_2_pilon	7576802	7578208	+	1407	299	278	295
PAOEAKHP_06758	contig_2_pilon	7578220	7579221	+	1002	2	11	0
PAOEAKHP_06759	contig_2_pilon	7579249	7580355	+	1107	3	11	4
PAOEAKHP_06760	contig_2_pilon	7580511	7581212	+	702	5	2	8
PAOEAKHP_06761	contig_2_pilon	7581903	7582970	-	1068	48	65	54
PAOEAKHP_06762	contig_2_pilon	7583075	7583842	-	768	10	13	12
PAOEAKHP_06763	contig_2_pilon	7584014	7585858	+	1845	615	652	815
PAOEAKHP_06764	contig_2_pilon	7585950	7586846	+	897	244	233	397
PAOEAKHP_06765	contig_2_pilon	7586896	7588305	+	1410	924	614	579
PAOEAKHP_06766	contig_2_pilon	7588403	7589188	+	786	57	31	99
PAOEAKHP_06767	contig_2_pilon	7589197	7590105	-	909	9	4	2
PAOEAKHP_06768	contig_2_pilon	7590130	7590759	-	630	21	16	24
PAOEAKHP_06769	contig_2_pilon	7590918	7591541	+	624	15	22	17
PAOEAKHP_06770	contig_2_pilon	7591627	7592184	+	558	6	2	0
PAOEAKHP_06771	contig_2_pilon	7592192	7592713	+	522	5	0	0
PAOEAKHP_06772	contig_2_pilon	7592745	7593506	-	762	24	18	28
PAOEAKHP_06773	contig_2_pilon	7593807	7595282	+	1476	63	123	76
PAOEAKHP_06774	contig_2_pilon	7595290	7595871	+	582	514	603	661
PAOEAKHP_06775	contig_2_pilon	7595893	7596756	-	864	13	2	25
PAOEAKHP_06776	contig_2_pilon	7596781	7597713	-	933	1550	1111	844
PAOEAKHP_06777	contig_2_pilon	7597775	7598269	-	495	127	121	205
PAOEAKHP_06778	contig_2_pilon	7598321	7599601	-	1281	231	237	340
PAOEAKHP_06779	contig_2_pilon	7599745	7600491	-	747	29	46	58
PAOEAKHP_06780	contig_2_pilon	7600496	7600870	-	375	4	3	3
PAOEAKHP_06781	contig_2_pilon	7600979	7602700	-	1722	129	157	167
PAOEAKHP_06782	contig_2_pilon	7602880	7604004	+	1125	1099	1121	1458
PAOEAKHP_06783	contig_2_pilon	7604170	7605033	-	864	20	4	10
PAOEAKHP_06784	contig_2_pilon	7605020	7605667	-	648	2	0	12
PAOEAKHP_06785	contig_2_pilon	7605837	7607045	-	1209	90	90	125
PAOEAKHP_06786	contig_2_pilon	7607047	7607568	-	522	23	28	40
PAOEAKHP_06787	contig_2_pilon	7607574	7608563	-	990	35	37	40
PAOEAKHP_06788	contig_2_pilon	7608560	7610572	-	2013	22	62	15
PAOEAKHP_06789	contig_2_pilon	7610604	7611941	-	1338	42	90	79
PAOEAKHP_06790	contig_2_pilon	7612354	7613184	-	831	24	50	56
PAOEAKHP_06791	contig_2_pilon	7613303	7615165	-	1863	76	72	59
PAOEAKHP_06792	contig_2_pilon	7615523	7616149	+	627	94	112	112
PAOEAKHP_06793	contig_2_pilon	7616049	7616561	-	513	0	2	0
PAOEAKHP_06794	contig_2_pilon	7616620	7617393	+	774	5	9	0
PAOEAKHP_06795	contig_2_pilon	7617503	7617853	+	351	2	0	0
PAOEAKHP_06796	contig_2_pilon	7617867	7618877	-	1011	1	1	1
PAOEAKHP_06797	contig_2_pilon	7619187	7619633	+	447	0	6	4
PAOEAKHP_06798	contig_2_pilon	7619984	7622476	+	2493	139	108	85
PAOEAKHP_06799	contig_2_pilon	7622567	7623412	-	846	12	0	10
PAOEAKHP_06800	contig_2_pilon	7623531	7624598	-	1068	3	2	0
PAOEAKHP_06801	contig_2_pilon	7624857	7627373	+	2517	241	277	253
PAOEAKHP_06802	contig_2_pilon	7627426	7628148	+	723	15	4	0
PAOEAKHP_06803	contig_2_pilon	7628338	7628922	+	585	13	13	20
PAOEAKHP_06804	contig_2_pilon	7629123	7629959	+	837	2	4	0
PAOEAKHP_06805	contig_2_pilon	7629952	7631316	+	1365	0	4	2
PAOEAKHP_06806	contig_2_pilon	7631389	7633383	+	1995	38	34	67
PAOEAKHP_06807	contig_2_pilon	7633380	7634345	+	966	10	5	31
PAOEAKHP_06808	contig_2_pilon	7634609	7636510	+	1902	50	68	89
PAOEAKHP_06809	contig_2_pilon	7636553	7636747	-	195	3	10	18
PAOEAKHP_06810	contig_2_pilon	7636797	7637744	-	948	50	66	38
PAOEAKHP_06811	contig_2_pilon	7638274	7638882	-	609	0	0	0
PAOEAKHP_06812	contig_2_pilon	7638927	7639898	+	972	25	7	14
PAOEAKHP_06813	contig_2_pilon	7639944	7640705	+	762	30	39	60
PAOEAKHP_06814	contig_2_pilon	7641106	7642596	+	1491	10190	10918	8353
PAOEAKHP_06815	contig_2_pilon	7642684	7643226	+	543	557	692	640
PAOEAKHP_06816	contig_2_pilon	7643226	7643603	+	378	2837	3762	3695
PAOEAKHP_06817	contig_2_pilon	7643635	7643970	-	336	215	301	418
PAOEAKHP_06818	contig_2_pilon	7644122	7645027	+	906	7132	7901	8813
PAOEAKHP_06819	contig_2_pilon	7645136	7647151	+	2016	458	350	351
PAOEAKHP_06820	contig_2_pilon	7647276	7647629	+	354	192	158	240
PAOEAKHP_06821	contig_2_pilon	7647695	7648633	+	939	597	734	724
PAOEAKHP_06822	contig_2_pilon	7648651	7649517	+	867	106	109	134
PAOEAKHP_06823	contig_2_pilon	7649678	7651045	+	1368	150	158	161
PAOEAKHP_06824	contig_2_pilon	7651058	7652206	-	1149	2	4	0
PAOEAKHP_06825	contig_2_pilon	7652203	7652883	-	681	7	9	6
PAOEAKHP_06826	contig_2_pilon	7653113	7654036	+	924	454	345	422
PAOEAKHP_06827	contig_2_pilon	7654064	7654414	-	351	17	27	22
PAOEAKHP_06828	contig_2_pilon	7654533	7655714	-	1182	97	89	91
PAOEAKHP_06829	contig_2_pilon	7655864	7656679	-	816	88	40	74
PAOEAKHP_06830	contig_2_pilon	7656761	7658311	-	1551	1115	950	714
PAOEAKHP_06831	contig_2_pilon	7658378	7658821	-	444	6	3	0
PAOEAKHP_06832	contig_2_pilon	7659089	7659373	+	285	2	0	3
PAOEAKHP_06833	contig_2_pilon	7659542	7660633	-	1092	41	38	44
PAOEAKHP_06834	contig_2_pilon	7660964	7661824	+	861	10	5	9
PAOEAKHP_06835	contig_2_pilon	7661994	7662758	+	765	0	0	0
PAOEAKHP_06836	contig_2_pilon	7662794	7664107	-	1314	11	8	12
PAOEAKHP_06837	contig_2_pilon	7664291	7665088	+	798	10	3	12
PAOEAKHP_06838	contig_2_pilon	7665434	7666648	+	1215	0	2	0
PAOEAKHP_06839	contig_2_pilon	7666799	7667878	+	1080	0	2	0
PAOEAKHP_06840	contig_2_pilon	7667900	7668520	-	621	5	7	2
PAOEAKHP_06841	contig_2_pilon	7668517	7669326	-	810	33	26	32
PAOEAKHP_06842	contig_2_pilon	7669415	7670338	-	924	27	28	34
PAOEAKHP_06843	contig_2_pilon	7670823	7672004	+	1182	149	147	154
PAOEAKHP_06844	contig_2_pilon	7672054	7673271	+	1218	335	232	260
PAOEAKHP_06845	contig_2_pilon	7673311	7673865	+	555	2	0	2
PAOEAKHP_06846	contig_2_pilon	7673884	7675101	+	1218	0	0	0
PAOEAKHP_06847	contig_2_pilon	7675148	7676302	+	1155	0	0	0
PAOEAKHP_06848	contig_2_pilon	7676457	7678577	+	2121	52	65	69
PAOEAKHP_06849	contig_2_pilon	7678664	7680067	+	1404	193	164	270
PAOEAKHP_06850	contig_2_pilon	7679995	7680771	-	777	6	8	2
PAOEAKHP_06851	contig_2_pilon	7680972	7681553	-	582	0	0	0
PAOEAKHP_06852	contig_2_pilon	7681616	7682059	-	444	2	0	0
PAOEAKHP_06853	contig_2_pilon	7682150	7683787	+	1638	4	0	7
PAOEAKHP_06854	contig_2_pilon	7683791	7684552	-	762	4	0	2
PAOEAKHP_06855	contig_2_pilon	7684812	7685204	+	393	0	2	4
PAOEAKHP_06856	contig_2_pilon	7685224	7686045	-	822	4	0	8
PAOEAKHP_06857	contig_2_pilon	7686228	7686587	+	360	26	12	12
PAOEAKHP_06858	contig_2_pilon	7686708	7687910	+	1203	127	134	132
PAOEAKHP_06859	contig_2_pilon	7687921	7689750	-	1830	297	298	229
PAOEAKHP_06860	contig_2_pilon	7689980	7690291	+	312	67	37	61
PAOEAKHP_06861	contig_2_pilon	7690334	7691293	-	960	5	18	22
PAOEAKHP_06862	contig_2_pilon	7691788	7692336	+	549	7	10	12
PAOEAKHP_06863	contig_2_pilon	7692327	7692965	+	639	15	12	5
PAOEAKHP_06864	contig_2_pilon	7692962	7693360	+	399	299	245	368
PAOEAKHP_06865	contig_2_pilon	7693391	7694452	-	1062	34	27	30
PAOEAKHP_06866	contig_2_pilon	7694558	7695517	+	960	925	865	1225
PAOEAKHP_06867	contig_2_pilon	7695684	7696424	+	741	553	585	729
PAOEAKHP_06868	contig_2_pilon	7696685	7696972	-	288	14	15	12
PAOEAKHP_06869	contig_2_pilon	7697287	7697610	-	324	26	8	0
PAOEAKHP_06870	contig_2_pilon	7697881	7698741	-	861	14	30	18
PAOEAKHP_06871	contig_2_pilon	7698808	7699830	-	1023	4	2	2
PAOEAKHP_06872	contig_2_pilon	7699969	7701795	-	1827	117	93	102
PAOEAKHP_06873	contig_2_pilon	7702287	7703147	+	861	136	88	86
PAOEAKHP_06874	contig_2_pilon	7703181	7704032	+	852	43	40	21
PAOEAKHP_06875	contig_2_pilon	7704116	7705003	-	888	61	76	59
PAOEAKHP_06876	contig_2_pilon	7705176	7706234	+	1059	3087	2045	1608
PAOEAKHP_06877	contig_2_pilon	7706358	7706741	+	384	1062	905	758
PAOEAKHP_06878	contig_2_pilon	7706994	7707326	+	333	6	8	14
PAOEAKHP_06879	contig_2_pilon	7707323	7708462	+	1140	1592	1833	1752
PAOEAKHP_06880	contig_2_pilon	7708481	7709143	+	663	801	882	960
PAOEAKHP_06881	contig_2_pilon	7709159	7711084	-	1926	24	38	20
PAOEAKHP_06882	contig_2_pilon	7711399	7712340	-	942	6	5	2
PAOEAKHP_06883	contig_2_pilon	7712475	7712939	+	465	161	130	174
PAOEAKHP_06884	contig_2_pilon	7712963	7713820	-	858	8	16	17
PAOEAKHP_06885	contig_2_pilon	7713982	7715217	-	1236	196	201	183
PAOEAKHP_06886	contig_2_pilon	7715456	7716133	+	678	448	551	626
PAOEAKHP_06887	contig_2_pilon	7716209	7716973	+	765	304	368	423
PAOEAKHP_06888	contig_2_pilon	7717031	7717942	-	912	21	27	30
PAOEAKHP_06889	contig_2_pilon	7718253	7719140	+	888	17	8	22
PAOEAKHP_06890	contig_2_pilon	7719168	7722524	-	3357	40	46	36
PAOEAKHP_06891	contig_2_pilon	7722548	7722949	+	402	133	172	116
PAOEAKHP_06892	contig_2_pilon	7722961	7723326	+	366	45	44	49
PAOEAKHP_06893	contig_2_pilon	7723512	7723952	+	441	4	0	0
PAOEAKHP_06894	contig_2_pilon	7724089	7725102	+	1014	31	46	72
PAOEAKHP_06895	contig_2_pilon	7725175	7725381	+	207	1	4	1
PAOEAKHP_06896	contig_2_pilon	7725807	7726196	+	390	12	20	21
PAOEAKHP_06897	contig_2_pilon	7726349	7726993	+	645	10	2	8
PAOEAKHP_06898	contig_2_pilon	7727019	7728380	-	1362	42	34	31
PAOEAKHP_06899	contig_2_pilon	7728377	7730563	-	2187	2	8	2
PAOEAKHP_06900	contig_2_pilon	7730563	7731819	-	1257	28	66	46
PAOEAKHP_06901	contig_2_pilon	7731830	7733521	-	1692	30	26	44
PAOEAKHP_06903	contig_2_pilon	7734611	7737556	+	2946	399	370	400
PAOEAKHP_06904	contig_2_pilon	7737930	7738985	+	1056	124	113	96
PAOEAKHP_06905	contig_2_pilon	7739297	7739806	+	510	7	24	12
PAOEAKHP_06906	contig_2_pilon	7740212	7741207	+	996	236	258	242
PAOEAKHP_06907	contig_2_pilon	7741687	7743753	+	2067	1319	1662	1425
PAOEAKHP_06908	contig_2_pilon	7743867	7753229	+	9363	4588	4668	4907
PAOEAKHP_06909	contig_2_pilon	7753226	7757878	+	4653	355	326	333
PAOEAKHP_06910	contig_2_pilon	7757950	7772835	+	14886	5491	5030	4660
PAOEAKHP_06911	contig_2_pilon	7772869	7779426	+	6558	1935	1904	1706
PAOEAKHP_06912	contig_2_pilon	7779423	7779647	+	225	0	0	0
PAOEAKHP_06913	contig_2_pilon	7779715	7781001	+	1287	8132	7877	5905
PAOEAKHP_06914	contig_2_pilon	7781065	7782582	+	1518	7	10	12
PAOEAKHP_06915	contig_2_pilon	7782615	7783805	+	1191	68	64	107
PAOEAKHP_06916	contig_2_pilon	7783820	7785034	+	1215	472	365	469
PAOEAKHP_06917	contig_2_pilon	7785081	7785302	+	222	116	68	155
PAOEAKHP_06918	contig_2_pilon	7785430	7786581	-	1152	12	2	12
PAOEAKHP_06919	contig_2_pilon	7786574	7787671	-	1098	11	22	13
PAOEAKHP_06920	contig_2_pilon	7788059	7789468	+	1410	294	341	280
PAOEAKHP_06921	contig_2_pilon	7789465	7790586	+	1122	116	153	151
PAOEAKHP_06922	contig_2_pilon	7790611	7791528	-	918	8	8	10
PAOEAKHP_06923	contig_2_pilon	7791686	7792672	-	987	2	0	25
PAOEAKHP_06924	contig_2_pilon	7792773	7793729	-	957	10	10	11
PAOEAKHP_06925	contig_2_pilon	7793837	7795375	-	1539	25	20	10
PAOEAKHP_06926	contig_2_pilon	7795592	7796548	-	957	159	181	125
PAOEAKHP_06927	contig_2_pilon	7797060	7799135	+	2076	1411	1328	1339
PAOEAKHP_06928	contig_2_pilon	7799194	7800291	+	1098	94	95	178
PAOEAKHP_06929	contig_2_pilon	7800432	7801160	+	729	259	167	252
PAOEAKHP_06930	contig_2_pilon	7801220	7803250	-	2031	26	28	44
PAOEAKHP_06931	contig_2_pilon	7803372	7804805	+	1434	346	374	561
PAOEAKHP_06932	contig_2_pilon	7804937	7805722	+	786	145	101	184
PAOEAKHP_06933	contig_2_pilon	7805687	7806133	-	447	2	0	6
PAOEAKHP_06934	contig_2_pilon	7806316	7807575	+	1260	44	48	75
PAOEAKHP_06935	contig_2_pilon	7807560	7808207	+	648	558	539	572
PAOEAKHP_06936	contig_2_pilon	7808194	7809381	-	1188	139	227	175
PAOEAKHP_06937	contig_2_pilon	7809402	7810646	-	1245	38	39	35
PAOEAKHP_06938	contig_2_pilon	7810655	7811179	-	525	311	644	873
PAOEAKHP_06939	contig_2_pilon	7811374	7811889	-	516	260	527	650
PAOEAKHP_06940	contig_2_pilon	7812186	7813361	-	1176	154	235	255
PAOEAKHP_06941	contig_2_pilon	7813642	7814007	-	366	0	4	4
PAOEAKHP_06942	contig_2_pilon	7814083	7815714	-	1632	40	10	18
PAOEAKHP_06943	contig_2_pilon	7815711	7817282	-	1572	27	6	24
PAOEAKHP_06944	contig_2_pilon	7817394	7818968	-	1575	44	34	42
PAOEAKHP_06945	contig_2_pilon	7819408	7819713	-	306	0	0	4
PAOEAKHP_06946	contig_2_pilon	7819956	7820711	+	756	3	0	4
PAOEAKHP_06947	contig_2_pilon	7820740	7822275	+	1536	110	95	100
PAOEAKHP_06948	contig_2_pilon	7822435	7822776	+	342	60	72	60
PAOEAKHP_06949	contig_2_pilon	7822910	7823413	-	504	2	0	0
PAOEAKHP_06950	contig_2_pilon	7823742	7824203	+	462	257	244	172
PAOEAKHP_06951	contig_2_pilon	7824497	7825012	+	516	187	127	127
PAOEAKHP_06952	contig_2_pilon	7825124	7826029	+	906	83	76	70
PAOEAKHP_06953	contig_2_pilon	7826042	7826935	+	894	114	111	137
PAOEAKHP_06954	contig_2_pilon	7826993	7827367	+	375	6	4	10
PAOEAKHP_06955	contig_2_pilon	7827380	7828411	-	1032	0	4	2
PAOEAKHP_06956	contig_2_pilon	7828424	7830649	-	2226	107	110	172
PAOEAKHP_06957	contig_2_pilon	7830649	7832541	-	1893	176	250	312
PAOEAKHP_06958	contig_2_pilon	7832784	7834040	+	1257	699	684	677
PAOEAKHP_06959	contig_2_pilon	7834505	7835668	+	1164	102	90	75
PAOEAKHP_06960	contig_2_pilon	7835668	7836357	+	690	0	6	1
PAOEAKHP_06961	contig_2_pilon	7836397	7837782	+	1386	14	6	8
PAOEAKHP_06962	contig_2_pilon	7837904	7839067	+	1164	98	44	106
PAOEAKHP_06963	contig_2_pilon	7839118	7839912	-	795	10	14	3
PAOEAKHP_06964	contig_2_pilon	7839909	7841426	-	1518	6	14	14
PAOEAKHP_06965	contig_2_pilon	7841714	7843468	+	1755	164	243	184
PAOEAKHP_06966	contig_2_pilon	7843500	7843898	-	399	3	9	12
PAOEAKHP_06967	contig_2_pilon	7843987	7845687	-	1701	4	2	8
PAOEAKHP_06968	contig_2_pilon	7845842	7847419	-	1578	10	16	14
PAOEAKHP_06969	contig_2_pilon	7847501	7848088	-	588	64	66	42
PAOEAKHP_06970	contig_2_pilon	7848091	7849749	-	1659	12	11	17
PAOEAKHP_06971	contig_2_pilon	7849746	7850453	-	708	0	4	7
PAOEAKHP_06972	contig_2_pilon	7850643	7851398	+	756	77	67	86
PAOEAKHP_06973	contig_2_pilon	7851453	7851866	-	414	6	16	0
PAOEAKHP_06974	contig_2_pilon	7851962	7853590	-	1629	24	10	44
PAOEAKHP_06975	contig_2_pilon	7853587	7854105	-	519	0	0	4
PAOEAKHP_06976	contig_2_pilon	7854197	7854808	+	612	367	257	196
PAOEAKHP_06977	contig_2_pilon	7855119	7858373	+	3255	148	137	80
PAOEAKHP_06978	contig_2_pilon	7858387	7859355	-	969	17	18	12
PAOEAKHP_06979	contig_2_pilon	7859532	7860416	+	885	6	10	14
PAOEAKHP_06980	contig_2_pilon	7860461	7860874	-	414	2	6	2
PAOEAKHP_06981	contig_2_pilon	7861109	7862614	+	1506	223	323	515
PAOEAKHP_06983	contig_2_pilon	7863158	7864282	+	1125	167	154	193
PAOEAKHP_06984	contig_2_pilon	7864289	7865041	-	753	11	17	23
PAOEAKHP_06985	contig_2_pilon	7865426	7865932	-	507	33	56	39
PAOEAKHP_06986	contig_2_pilon	7866145	7867965	-	1821	32	17	50
PAOEAKHP_06987	contig_2_pilon	7868011	7869042	-	1032	19	17	26
PAOEAKHP_06988	contig_2_pilon	7869071	7870240	-	1170	16	10	8
PAOEAKHP_06989	contig_2_pilon	7870319	7871137	+	819	674	704	711
PAOEAKHP_06990	contig_2_pilon	7871159	7871818	+	660	205	231	203
PAOEAKHP_06991	contig_2_pilon	7871882	7873039	+	1158	214	245	236
PAOEAKHP_06992	contig_2_pilon	7873082	7874641	-	1560	367	498	389
PAOEAKHP_06993	contig_2_pilon	7874629	7875414	-	786	4	0	6
PAOEAKHP_06994	contig_2_pilon	7875411	7876283	-	873	16	24	20
PAOEAKHP_06995	contig_2_pilon	7876283	7877098	-	816	12	12	17
PAOEAKHP_06996	contig_2_pilon	7877197	7878036	+	840	256	185	272
PAOEAKHP_06997	contig_2_pilon	7878029	7878982	+	954	370	475	526
PAOEAKHP_06998	contig_2_pilon	7879330	7880109	+	780	11	2	16
PAOEAKHP_06999	contig_2_pilon	7880122	7880436	-	315	0	0	0
PAOEAKHP_07000	contig_2_pilon	7880792	7881547	-	756	3	15	11
PAOEAKHP_07001	contig_2_pilon	7882232	7883164	+	933	2	15	6
PAOEAKHP_07002	contig_2_pilon	7883278	7883886	-	609	0	0	0
PAOEAKHP_07003	contig_2_pilon	7884000	7885511	+	1512	2	0	0
PAOEAKHP_07004	contig_2_pilon	7885568	7886545	+	978	0	0	2
PAOEAKHP_07005	contig_2_pilon	7887201	7888442	+	1242	26	24	47
PAOEAKHP_07006	contig_2_pilon	7888619	7889374	+	756	2	2	6
PAOEAKHP_07007	contig_2_pilon	7889497	7889859	+	363	24	30	21
PAOEAKHP_07008	contig_2_pilon	7889856	7890311	+	456	8	10	13
PAOEAKHP_07009	contig_2_pilon	7890316	7891119	-	804	0	0	0
PAOEAKHP_07010	contig_2_pilon	7891453	7892337	-	885	0	0	0
PAOEAKHP_07011	contig_2_pilon	7892521	7893435	-	915	0	0	0
PAOEAKHP_07012	contig_2_pilon	7893818	7895230	+	1413	27	13	32
PAOEAKHP_07013	contig_2_pilon	7895413	7895880	+	468	0	0	0
PAOEAKHP_07014	contig_2_pilon	7895900	7896232	+	333	4	11	13
PAOEAKHP_07015	contig_2_pilon	7896237	7896545	-	309	0	0	0
PAOEAKHP_07016	contig_2_pilon	7896683	7897201	-	519	0	0	0
PAOEAKHP_07017	contig_2_pilon	7897678	7897893	-	216	1	0	0
PAOEAKHP_07018	contig_2_pilon	7897899	7899089	-	1191	7	2	6
PAOEAKHP_07019	contig_2_pilon	7899258	7899941	+	684	0	0	0
PAOEAKHP_07020	contig_2_pilon	7899960	7900526	-	567	10	1	31
PAOEAKHP_07021	contig_2_pilon	7900664	7901392	+	729	2	0	4
PAOEAKHP_07022	contig_2_pilon	7901408	7902634	-	1227	19	12	2
PAOEAKHP_07023	contig_2_pilon	7902827	7903756	+	930	4	6	0
PAOEAKHP_07024	contig_2_pilon	7903753	7905282	+	1530	74	30	48
PAOEAKHP_07025	contig_2_pilon	7905258	7905698	-	441	6	2	13
PAOEAKHP_07026	contig_2_pilon	7905730	7906467	-	738	74	54	66
PAOEAKHP_07027	contig_2_pilon	7906842	7908059	+	1218	68	115	88
PAOEAKHP_07028	contig_2_pilon	7908109	7909263	+	1155	58	57	46
PAOEAKHP_07029	contig_2_pilon	7909333	7910547	+	1215	35	18	34
PAOEAKHP_07030	contig_2_pilon	7910580	7912754	+	2175	77	55	70
PAOEAKHP_07031	contig_2_pilon	7912809	7914203	-	1395	11	6	17
PAOEAKHP_07032	contig_2_pilon	7914291	7915022	-	732	54	40	27
PAOEAKHP_07033	contig_2_pilon	7915603	7917093	+	1491	2	6	0
PAOEAKHP_07034	contig_2_pilon	7917170	7918576	-	1407	426	346	378
PAOEAKHP_07035	contig_2_pilon	7918788	7919666	+	879	102	131	120
PAOEAKHP_07036	contig_2_pilon	7919656	7920930	+	1275	709	578	676
PAOEAKHP_07037	contig_2_pilon	7920894	7921544	+	651	37	30	27
PAOEAKHP_07038	contig_2_pilon	7921574	7922578	-	1005	78	105	89
PAOEAKHP_07039	contig_2_pilon	7922967	7923389	+	423	12	2	4
PAOEAKHP_07040	contig_2_pilon	7923452	7924969	-	1518	29	19	27
PAOEAKHP_07041	contig_2_pilon	7925202	7927169	+	1968	2	0	2
PAOEAKHP_07042	contig_2_pilon	7927304	7928617	+	1314	2	4	2
PAOEAKHP_07043	contig_2_pilon	7928731	7930425	+	1695	8	10	27
PAOEAKHP_07044	contig_2_pilon	7930478	7931455	-	978	3227	3442	3535
PAOEAKHP_07045	contig_2_pilon	7931641	7932678	+	1038	357	319	365
PAOEAKHP_07046	contig_2_pilon	7932950	7935070	+	2121	93	104	119
PAOEAKHP_07047	contig_2_pilon	7935247	7935492	+	246	180	132	130
PAOEAKHP_07048	contig_2_pilon	7935965	7938400	-	2436	530	432	423
PAOEAKHP_07049	contig_2_pilon	7938553	7939290	-	738	1535	1573	1695
PAOEAKHP_07050	contig_2_pilon	7939432	7940304	-	873	56	51	63
PAOEAKHP_07051	contig_2_pilon	7940686	7941654	+	969	61	60	78
PAOEAKHP_07052	contig_2_pilon	7941697	7942335	+	639	44	31	36
PAOEAKHP_07053	contig_2_pilon	7942319	7944469	-	2151	32	16	42
PAOEAKHP_07054	contig_2_pilon	7944608	7945003	+	396	16	13	35
PAOEAKHP_07055	contig_2_pilon	7945050	7945904	-	855	218	155	164
PAOEAKHP_07056	contig_2_pilon	7945956	7947614	+	1659	502	873	535
PAOEAKHP_07057	contig_2_pilon	7947595	7948254	-	660	206	243	129
PAOEAKHP_07058	contig_2_pilon	7948345	7948815	+	471	3	3	8
PAOEAKHP_07060	contig_2_pilon	7949058	7949762	+	705	6	6	4
PAOEAKHP_07061	contig_2_pilon	7949868	7950368	+	501	2	5	0
PAOEAKHP_07062	contig_2_pilon	7950343	7950954	-	612	0	7	0
PAOEAKHP_07063	contig_2_pilon	7951011	7951958	-	948	60	64	44
PAOEAKHP_07064	contig_2_pilon	7952862	7954550	+	1689	68	64	74
PAOEAKHP_07065	contig_2_pilon	7954547	7955284	+	738	6	18	11
PAOEAKHP_07066	contig_2_pilon	7955272	7956333	+	1062	21	12	17
PAOEAKHP_07067	contig_2_pilon	7956311	7957090	+	780	11	19	7
PAOEAKHP_07068	contig_2_pilon	7957105	7957977	+	873	4	0	12
PAOEAKHP_07069	contig_2_pilon	7958048	7958986	+	939	18	16	10
PAOEAKHP_07070	contig_2_pilon	7958979	7959776	+	798	0	8	4
PAOEAKHP_07071	contig_2_pilon	7960202	7961146	+	945	43	56	23
PAOEAKHP_07072	contig_2_pilon	7961155	7962120	+	966	6	0	2
PAOEAKHP_07073	contig_2_pilon	7962239	7963735	+	1497	8	4	14
PAOEAKHP_07074	contig_2_pilon	7963732	7964859	+	1128	26	10	14
PAOEAKHP_07075	contig_2_pilon	7964983	7966998	+	2016	3	4	14
PAOEAKHP_07076	contig_2_pilon	7966998	7967687	+	690	10	6	4
PAOEAKHP_07077	contig_2_pilon	7967693	7968715	+	1023	2	8	16
PAOEAKHP_07078	contig_2_pilon	7968777	7969913	+	1137	0	0	0
PAOEAKHP_07079	contig_2_pilon	7969972	7971849	+	1878	12	4	9
